,0
3231,Dntt
3232,Dnttip1
3233,Dnttip2
3234,Doc2a
3235,Doc2b
3236,Dock1
3237,Dock10
3238,Dock11
3239,Dock2
3240,Dock3
3241,Dock4
3242,Dock5
3243,Dock6
3244,Dock7
3245,Dock8
3246,Dock9
3247,Dohh
3248,Dok1
3249,Dok2
3250,Dok3
3251,Dok4
3252,Dok5
3253,Dok7
3254,Dolk
3255,Dolpp1
3256,Donson
3257,Dopey1
3258,Dopey2
3259,Dot1l
3260,Dpagt1
3261,Dpep1
3262,Dpep2
3263,Dpf1
3264,Dpf2
3265,Dpf3
3266,Dph1
3267,Dph2
3268,Dph3
3269,Dph5
3270,Dph6
3271,Dph7
3272,Dpm1
3273,Dpm2
3274,Dpm3
3275,Dpp10
3276,Dpp4
3277,Dpp6
3278,Dpp7
3279,Dpp8
3280,Dpp9
3281,Dppa3
3282,Dppa4
3283,Dppa5a
3284,Dpt
3285,Dpy19l1
3286,Dpy19l2
3287,Dpy19l3
3288,Dpy19l4
3289,Dpy30
3290,Dpyd
3291,Dpysl2
3292,Dpysl3
3293,Dpysl4
3294,Dpysl5
3295,Dqx1
3296,Dr1
3297,Dram1
3298,Dram2
3299,Drap1
3300,Drd4
3301,Drd5
3302,Drg1
3303,Drg2
3304,Drosha
3305,Drp2
3306,Dsc2
3307,Dsc3
3308,Dscam
3309,Dscaml1
3310,Dscc1
3311,Dscr3
3312,Dse
3313,Dsel
3314,Dsg1b
3315,Dsg2
3316,Dsg3
3317,Dsn1
3318,Dsp
3319,Dst
3320,Dstn
3321,Dstyk
3322,Dtd1
3323,Dtd2
3324,Dtl
3325,Dtna
3326,Dtnb
3327,Dtnbp1
3328,Dtwd1
3329,Dtwd2
3330,Dtx1
3331,Dtx2
3332,Dtx3
3333,Dtx3l
3334,Dtx4
3335,Dtymk
3336,Duox1
3337,Duox2
3338,Duoxa1
3339,Duoxa2
3340,Dus1l
3341,Dus2
3342,Dus3l
3343,Dus4l
3344,Dusp1
3345,Dusp10
3346,Dusp11
3347,Dusp12
3348,Dusp13
3349,Dusp14
3350,Dusp15
3351,Dusp16
3352,Dusp18
3353,Dusp19
3354,Dusp2
3355,Dusp22
3356,Dusp23
3357,Dusp27
3358,Dusp28
3359,Dusp3
3360,Dusp4
3361,Dusp5
3362,Dusp6
3363,Dusp7
3364,Dusp8
3365,Dusp9
3366,Dut
3367,Dvl1
3368,Dvl2
3369,Dvl3
3370,Dxo
3371,Dym
3372,Dync1h1
3373,Dync1i1
3374,Dync1i2
3375,Dync1li1
3376,Dync1li2
3377,Dync2h1
3378,Dync2li1
3379,Dynll1
3380,Dynll2
3381,Dynlrb1
3382,Dynlrb2
3383,Dynlt1b
3384,Dynlt3
3385,Dyrk1a
3386,Dyrk1b
3387,Dyrk2
3388,Dyrk3
3389,Dyrk4
3390,Dysf
3391,Dyx1c1
3392,Dzank1
3393,Dzip1
3394,Dzip1l
3395,Dzip3
3396,E2f1
3397,E2f2
3398,E2f3
3399,E2f4
3400,E2f5
3401,E2f6
3402,E2f7
3403,E2f8
3404,E4f1
3405,Eaf1
3406,Eaf2
3407,Eapp
3408,Ear1
3409,Ears2
3410,Ebag9
3411,Ebf1
3412,Ebf2
3413,Ebf3
3414,Ebi3
3415,Ebna1bp2
3416,Ebp
3417,Ebpl
3418,Ecd
3419,Ece1
3420,Ece2
3421,Ecel1
3422,Ech1
3423,Echdc1
3424,Echdc2
3425,Echdc3
3426,Echs1
3427,Eci1
3428,Eci2
3429,Ecm1
3430,Ecm2
3431,Ecscr
3432,Ecsit
3433,Ect2
3434,Ect2l
3435,Eda
3436,Eda2r
3437,Edar
3438,Edaradd
3439,Edc3
3440,Edc4
3441,Edem1
3442,Edem2
3443,Edem3
3444,Edf1
3445,Edil3
3446,Edn1
3447,Edn2
3448,Edn3
3449,Ednra
3450,Ednrb
3451,Edrf1
3452,Eea1
3453,Eed
3454,Eef1a1
3455,Eef1a2
3456,Eef1b2
3457,Eef1d
3458,Eef1e1
3459,Eef1g
3460,Eef2
3461,Eef2k
3462,Eefsec
3463,Eepd1
3464,Efcab1
3465,Efcab11
3466,Efcab12
3467,Efcab14
3468,Efcab2
3469,Efcab3
3470,Efcab5
3471,Efcab6
3472,Efcab7
3473,Efcab8
3474,Efcab9
3475,Efcc1
3476,Efemp2
3477,Efhb
3478,Efhc1
3479,Efhc2
3480,Efhd1
3481,Efhd2
3482,Efna1
3483,Efna2
3484,Efna3
3485,Efna4
3486,Efna5
3487,Efnb1
3488,Efnb2
3489,Efnb3
3490,Efr3a
3491,Efr3b
3492,Efs
3493,Eftud2
3494,Egf
3495,Egfl6
3496,Egfl7
3497,Egfl8
3498,Egflam
3499,Egfr
3500,Egln1
3501,Egln2
3502,Egln3
3503,Egr1
3504,Egr2
3505,Egr3
3506,Ehbp1
3507,Ehbp1l1
3508,Ehd1
3509,Ehd2
3510,Ehd3
3511,Ehd4
3512,Ehf
3513,Ehhadh
3514,Ehmt1
3515,Ehmt2
3516,Ei24
3517,Eid1
3518,Eid2
3519,Eid2b
3520,Eid3
3521,Eif1
3522,Eif1a
3523,Eif1ad
3524,Eif1ax
3525,Eif1b
3526,Eif2a
3527,Eif2ak1
3528,Eif2ak2
3529,Eif2ak3
3530,Eif2ak4
3531,Eif2b1
3532,Eif2b2
3533,Eif2b3
3534,Eif2b4
3535,Eif2b5
3536,Eif2d
3537,Eif2s1
3538,Eif2s2
3539,Eif3a
3540,Eif3b
3541,Eif3c
3542,Eif3d
3543,Eif3e
3544,Eif3f
3545,Eif3g
3546,Eif3h
3547,Eif3i
3548,Eif3j1
3549,Eif3k
3550,Eif3l
3551,Eif3m
3552,Eif4a1
3553,Eif4a2
3554,Eif4a3
3555,Eif4b
3556,Eif4e
3557,Eif4e2
3558,Eif4e3
3559,Eif4ebp1
3560,Eif4ebp2
3561,Eif4ebp3
3562,Eif4enif1
3563,Eif4g1
3564,Eif4g2
3565,Eif4g3
3566,Eif4h
3567,Eif5
3568,Eif5a
3569,Eif5a2
3570,Eif5b
3571,Eif6
3572,Elac1
3573,Elac2
3574,Elavl1
3575,Elavl2
3576,Elavl3
3577,Elavl4
3578,Elf1
3579,Elf2
3580,Elf3
3581,Elf4
3582,Elf5
3583,Elfn2
3584,Elk1
3585,Elk3
3586,Elk4
3587,Ell
3588,Ell2
3589,Ell3
3590,Elmo1
3591,Elmo2
3592,Elmo3
3593,Elmod2
3594,Elmod3
3595,Elmsan1
3596,Eln
3597,Elof1
3598,Elovl1
3599,Elovl2
3600,Elovl3
3601,Elovl4
3602,Elovl5
3603,Elovl6
3604,Elovl7
3605,Elp2
3606,Elp3
3607,Elp4
3608,Elp5
3609,Elp6
3610,Emb
3611,Emc1
3612,Emc10
3613,Emc2
3614,Emc3
3615,Emc4
3616,Emc6
3617,Emc7
3618,Emc8
3619,Emc9
3620,Emcn
3621,Emd
3622,Eme1
3623,Eme2
3624,Emg1
3625,Emid1
3626,Emilin1
3627,Emilin2
3628,Emilin3
3629,Eml1
3630,Eml2
3631,Eml3
3632,Eml4
3633,Eml5
3634,Eml6
3635,Emp1
3636,Emp2
3637,Emp3
3638,Emx1
3639,Emx2
3640,En1
3641,Enah
3642,Enc1
3643,Endod1
3644,Endog
3645,Endou
3646,Endov
3647,Eng
3648,Engase
3649,Enho
3650,Enkd1
3651,Enkur
3652,Eno1
3653,Eno2
3654,Eno3
3655,Eno4
3656,Enoph1
3657,Enox1
3658,Enox2
3659,Enpep
3660,Enpp1
3661,Enpp2
3662,Enpp3
3663,Enpp4
3664,Enpp5
3665,Enpp6
3666,Enpp7
3667,Ensa
3668,Enthd1
3669,Entpd1
3670,Entpd2
3671,Entpd3
3672,Entpd5
3673,Entpd6
3674,Entpd7
3675,Entpd8
3676,Eny2
3677,Eogt
3678,Eomes
3679,Ep300
3680,Ep400
3681,Epas1
3682,Epc1
3683,Epc2
3684,Epcam
3685,Epdr1
3686,Epg5
3687,Epha1
3688,Epha10
3689,Epha2
3690,Epha4
3691,Epha6
3692,Epha7
3693,Ephb1
3694,Ephb2
3695,Ephb3
3696,Ephb4
3697,Ephb6
3698,Ephx1
3699,Ephx2
3700,Ephx3
3701,Ephx4
3702,Epm2a
3703,Epm2aip1
3704,Epn1
3705,Epn2
3706,Epn3
3707,Epor
3708,Eprs
3709,Eps15
3710,Eps15l1
3711,Eps8
3712,Eps8l1
3713,Eps8l2
3714,Eps8l3
3715,Epsti1
3716,Epx
3717,Eqtn
3718,Eral1
3719,Erap1
3720,Eras
3721,Erbb2
3722,Erbb3
3723,Erbb4
3724,Erc1
3725,Erc2
3726,Ercc1
3727,Ercc2
3728,Ercc3
3729,Ercc4
3730,Ercc5
3731,Ercc6
3732,Ercc6l
3733,Ercc6l2
3734,Ercc8
3735,Ereg
3736,Erf
3737,Ergic1
3738,Ergic2
3739,Ergic3
3740,Erh
3741,Eri1
3742,Eri2
3743,Eri3
3744,Erich1
3745,Erich2
3746,Erlec1
3747,Erlin1
3748,Erlin2
3749,Ermap
3750,Ermard
3751,Ermn
3752,Ermp1
3753,Ern1
3754,Ern2
3755,Erp27
3756,Erp29
3757,Erp44
3758,Errfi1
3759,Esam
3760,Esco1
3761,Esco2
3762,Esd
3763,Esf1
3764,Esm1
3765,Espl1
3766,Espn
3767,Espnl
3768,Esr1
3769,Esr2
3770,Esrp1
3771,Esrp2
3772,Esrra
3773,Esrrb
3774,Esrrg
3775,Esyt1
3776,Esyt2
3777,Esyt3
3778,Etaa1
3779,Etf1
3780,Etfa
3781,Etfb
3782,Etfdh
3783,Ethe1
3784,Etl4
3785,Etnk1
3786,Etnk2
3787,Ets1
3788,Ets2
3789,Etv1
3790,Etv2
3791,Etv3
3792,Etv4
3793,Etv5
3794,Etv6
3795,Eva1a
3796,Eva1b
3797,Eva1c
3798,Evc
3799,Evc2
3800,Evi2a
3801,Evi2b
3802,Evi5
3803,Evi5l
3804,Evl
3805,Evpl
3806,Ewsr1
3807,Exd1
3808,Exd2
3809,Exo1
3810,Exo5
3811,Exoc1
3812,Exoc2
3813,Exoc3
3814,Exoc3l
3815,Exoc3l4
3816,Exoc4
3817,Exoc5
3818,Exoc6
3819,Exoc6b
3820,Exoc7
3821,Exoc8
3822,Exog
3823,Exosc1
3824,Exosc10
3825,Exosc2
3826,Exosc3
3827,Exosc4
3828,Exosc5
3829,Exosc7
3830,Exosc8
3831,Exosc9
3832,Exph5
3833,Ext1
3834,Ext2
3835,Extl1
3836,Extl2
3837,Extl3
3838,Eya1
3839,Eya2
3840,Eya3
3841,Ezh1
3842,Ezh2
3843,Ezr
3844,F10
3845,F11
3846,F11r
3847,F12
3848,F13a1
3849,F2
3850,F2r
3851,F2rl1
3852,F2rl2
3853,F2rl3
3854,F3
3855,F5
3856,F7
3857,F8
3858,F8a
3859,Fa2h
3860,Faah
3861,Fabp1
3862,Fabp12
3863,Fabp2
3864,Fabp3
3865,Fabp4
3866,Fabp5
3867,Fabp6
3868,Fabp7
3869,Fadd
3870,Fads1
3871,Fads2
3872,Fads3
3873,Fads6
3874,Faf1
3875,Faf2
3876,Fah
3877,Fahd1
3878,Fahd2a
3879,Faim
3880,Faim2
3881,Fam102a
3882,Fam102b
3883,Fam103a1
3884,Fam104a
3885,Fam105a
3886,Fam107a
3887,Fam107b
3888,Fam109a
3889,Fam109b
3890,Fam110a
3891,Fam110b
3892,Fam110c
3893,Fam111a
3894,Fam114a1
3895,Fam114a2
3896,Fam117a
3897,Fam117b
3898,Fam118a
3899,Fam118b
3900,Fam120a
3901,Fam120b
3902,Fam120c
3903,Fam122a
3904,Fam122b
3905,Fam122c
3906,Fam124a
3907,Fam124b
3908,Fam126a
3909,Fam126b
3910,Fam129a
3911,Fam129b
3912,Fam129c
3913,Fam131a
3914,Fam131b
3915,Fam131c
3916,Fam133b
3917,Fam135a
3918,Fam136a
3919,Fam13a
3920,Fam13b
3921,Fam149a
3922,Fam149b
3923,Fam151a
3924,Fam151b
3925,Fam155a
3926,Fam159a
3927,Fam159b
3928,Fam160a1
3929,Fam160a2
3930,Fam160b1
3931,Fam160b2
3932,Fam161a
3933,Fam161b
3934,Fam162a
3935,Fam166a
3936,Fam166b
3937,Fam167a
3938,Fam167b
3939,Fam168a
3940,Fam168b
3941,Fam169a
3942,Fam169b
3943,Fam171a1
3944,Fam171a2
3945,Fam172a
3946,Fam173a
3947,Fam173b
3948,Fam174a
3949,Fam174b
3950,Fam178b
3951,Fam183b
3952,Fam184a
3953,Fam184b
3954,Fam185a
3955,Fam186b
3956,Fam187b
3957,Fam189a1
3958,Fam189a2
3959,Fam189b
3960,Fam192a
3961,Fam193a
3962,Fam193b
3963,Fam196a
3964,Fam196b
3965,Fam198a
3966,Fam198b
3967,Fam199x
3968,Fam19a1
3969,Fam19a2
3970,Fam19a4
3971,Fam19a5
3972,Fam204a
3973,Fam206a
3974,Fam207a
3975,Fam208a
3976,Fam208b
3977,Fam209
3978,Fam20a
3979,Fam20b
3980,Fam20c
3981,Fam210a
3982,Fam210b
3983,Fam212a
3984,Fam212b
3985,Fam213a
3986,Fam213b
3987,Fam214a
3988,Fam214b
3989,Fam216a
3990,Fam217b
3991,Fam219a
3992,Fam219b
3993,Fam220a
3994,Fam221a
3995,Fam221b
3996,Fam222a
3997,Fam222b
3998,Fam227a
3999,Fam227b
4000,Fam228b
4001,Fam229a
4002,Fam229b
4003,Fam26f
4004,Fam32a
4005,Fam35a
4006,Fam3a
4007,Fam3b
4008,Fam3c
4009,Fam43a
4010,Fam45a
4011,Fam46a
4012,Fam46b
4013,Fam46c
4014,Fam47e
4015,Fam49a
4016,Fam49b
4017,Fam50a
4018,Fam50b
4019,Fam53a
4020,Fam53b
4021,Fam53c
4022,Fam57a
4023,Fam57b
4024,Fam60a
4025,Fam69a
4026,Fam69b
4027,Fam69c
4028,Fam71a
4029,Fam71b
4030,Fam71d
4031,Fam71e1
4032,Fam71f1
4033,Fam71f2
4034,Fam72a
4035,Fam76a
4036,Fam76b
4037,Fam78a
4038,Fam78b
4039,Fam81a
4040,Fam83a
4041,Fam83b
4042,Fam83c
4043,Fam83d
4044,Fam83e
4045,Fam83f
4046,Fam83g
4047,Fam83h
4048,Fam84a
4049,Fam84b
4050,Fam89a
4051,Fam89b
4052,Fam96a
4053,Fam96b
4054,Fam98a
4055,Fam98b
4056,Fam98c
4057,Fan1
4058,Fanca
4059,Fancb
4060,Fancc
4061,Fancd2
4062,Fance
4063,Fancf
4064,Fancg
4065,Fanci
4066,Fancl
4067,Fancm
4068,Fank1
4069,Fap
4070,Far1
4071,Far2
4072,Farp1
4073,Farp2
4074,Fars2
4075,Farsa
4076,Farsb
4077,Fas
4078,Fasl
4079,Fasn
4080,Fastk
4081,Fastkd1
4082,Fastkd2
4083,Fastkd3
4084,Fastkd5
4085,Fat1
4086,Fat2
4087,Fat3
4088,Fat4
4089,Fau
4090,Faxc
4091,Fbf1
4092,Fbl
4093,Fblim1
4094,Fbln1
4095,Fbln2
4096,Fbln5
4097,Fbn1
4098,Fbn2
4099,Fbp1
4100,Fbp2
4101,Fbrs
4102,Fbrsl1
4103,Fbxl12
4104,Fbxl13
4105,Fbxl14
4106,Fbxl15
4107,Fbxl16
4108,Fbxl17
4109,Fbxl18
4110,Fbxl19
4111,Fbxl2
4112,Fbxl20
4113,Fbxl22
4114,Fbxl3
4115,Fbxl4
4116,Fbxl5
4117,Fbxl6
4118,Fbxl7
4119,Fbxl8
4120,Fbxo10
4121,Fbxo11
4122,Fbxo15
4123,Fbxo17
4124,Fbxo18
4125,Fbxo2
4126,Fbxo21
4127,Fbxo22
4128,Fbxo24
4129,Fbxo25
4130,Fbxo27
4131,Fbxo28
4132,Fbxo3
4133,Fbxo30
4134,Fbxo31
4135,Fbxo32
4136,Fbxo33
4137,Fbxo34
4138,Fbxo36
4139,Fbxo38
4140,Fbxo4
4141,Fbxo41
4142,Fbxo42
4143,Fbxo43
4144,Fbxo44
4145,Fbxo45
4146,Fbxo46
4147,Fbxo47
4148,Fbxo48
4149,Fbxo5
4150,Fbxo6
4151,Fbxo7
4152,Fbxo8
4153,Fbxo9
4154,Fbxw10
4155,Fbxw11
4156,Fbxw2
4157,Fbxw20
4158,Fbxw4
4159,Fbxw5
4160,Fbxw7
4161,Fbxw8
4162,Fbxw9
4163,Fcer1g
4164,Fcer2a
4165,Fcf1
4166,Fcgbp
4167,Fcgr1
4168,Fcgr2b
4169,Fcgr4
4170,Fcgrt
4171,Fcho1
4172,Fcho2
4173,Fchsd1
4174,Fchsd2
4175,Fcnb
4176,Fcrl5
4177,Fcrl6
4178,Fcrla
4179,Fcrlb
4180,Fcrls
4181,Fdft1
4182,Fdps
4183,Fdx1
4184,Fdxacb1
4185,Fdxr
4186,Fech
4187,Fem1a
4188,Fem1b
4189,Fem1c
4190,Fen1
4191,Fer
4192,Fermt1
4193,Fermt2
4194,Fermt3
4195,Fes
4196,Fetub
4197,Fev
4198,Fez1
4199,Fez2
4200,Ffar1
4201,Ffar2
4202,Ffar3
4203,Fga
4204,Fgb
4205,Fgd1
4206,Fgd2
4207,Fgd3
4208,Fgd4
4209,Fgd6
4210,Fgf1
4211,Fgf11
4212,Fgf12
4213,Fgf13
4214,Fgf14
4215,Fgf15
4216,Fgf16
4217,Fgf18
4218,Fgf2
4219,Fgf22
4220,Fgf23
4221,Fgf7
4222,Fgf9
4223,Fgfbp1
4224,Fgfbp3
4225,Fgfr1
4226,Fgfr1op
4227,Fgfr1op2
4228,Fgfr2
4229,Fgfr3
4230,Fgfr4
4231,Fgfrl1
4232,Fgg
4233,Fggy
4234,Fgl1
4235,Fgl2
4236,Fgr
4237,Fh1
4238,Fhad1
4239,Fhdc1
4240,Fhit
4241,Fhl1
4242,Fhl2
4243,Fhl3
4244,Fhod1
4245,Fhod3
4246,Fibcd1
4247,Fibin
4248,Fibp
4249,Ficd
4250,Fig4
4251,Fign
4252,Fignl1
4253,Filip1
4254,Filip1l
4255,Fip1l1
4256,Fis1
4257,Fitm1
4258,Fitm2
4259,Fiz1
4260,Fjx1
4261,Fkbp10
4262,Fkbp11
4263,Fkbp14
4264,Fkbp15
4265,Fkbp1a
4266,Fkbp1b
4267,Fkbp2
4268,Fkbp3
4269,Fkbp4
4270,Fkbp5
4271,Fkbp6
4272,Fkbp7
4273,Fkbp8
4274,Fkbp9
4275,Fkbpl
4276,Fkrp
4277,Fktn
4278,Flad1
4279,Flcn
4280,Flg2
4281,Fli1
4282,Flii
4283,Flna
4284,Flnb
4285,Flnc
4286,Flot1
4287,Flot2
4288,Flrt1
4289,Flrt2
4290,Flrt3
4291,Flt1
4292,Flt3
4293,Flt3l
4294,Flt4
4295,Flywch1
4296,Flywch2
4297,Fmn1
4298,Fmn2
4299,Fmnl1
4300,Fmnl2
4301,Fmnl3
4302,Fmo1
4303,Fmo2
4304,Fmo3
4305,Fmo4
4306,Fmo5
4307,Fmr1
4308,Fmr1nb
4309,Fn1
4310,Fn3k
4311,Fn3krp
4312,Fnbp1
4313,Fnbp1l
4314,Fnbp4
4315,Fndc1
4316,Fndc3a
4317,Fndc3b
4318,Fndc5
4319,Fndc7
4320,Fndc8
4321,Fnip1
4322,Fnip2
4323,Fnta
4324,Fntb
4325,Focad
4326,Folh1
4327,Folr1
4328,Folr2
4329,Fopnl
4330,Fos
4331,Fosb
4332,Fosl1
4333,Fosl2
4334,Foxa1
4335,Foxa2
4336,Foxa3
4337,Foxc1
4338,Foxd2
4339,Foxd4
4340,Foxf2
4341,Foxg1
4342,Foxh1
4343,Foxi1
4344,Foxj1
4345,Foxj2
4346,Foxj3
4347,Foxk1
4348,Foxk2
4349,Foxl1
4350,Foxm1
4351,Foxn2
4352,Foxn3
4353,Foxo1
4354,Foxo3
4355,Foxo4
4356,Foxo6
4357,Foxp1
4358,Foxp2
4359,Foxp3
4360,Foxp4
4361,Foxq1
4362,Foxr1
4363,Foxred1
4364,Foxred2
4365,Fpgs
4366,Fpgt
4367,Fpr1
4368,Fpr2
4369,Fra10ac1
4370,Fras1
4371,Frat1
4372,Frat2
4373,Frem2
4374,Frem3
4375,Frg1
4376,Frk
4377,Frmd3
4378,Frmd4a
4379,Frmd4b
4380,Frmd5
4381,Frmd6
4382,Frmd8
4383,Frmpd1
4384,Frrs1
4385,Frs2
4386,Frs3
4387,Fry
4388,Fryl
4389,Frzb
4390,Fsbp
4391,Fscn1
4392,Fscn2
4393,Fscn3
4394,Fsd1
4395,Fsd1l
4396,Fsd2
4397,Fsip1
4398,Fst
4399,Fstl1
4400,Fstl3
4401,Fstl4
4402,Ftcd
4403,Fth1
4404,Fto
4405,Ftsj1
4406,Ftsj3
4407,Fubp1
4408,Fubp3
4409,Fuca1
4410,Fuca2
4411,Fuk
4412,Fundc1
4413,Fundc2
4414,Fuom
4415,Furin
4416,Fus
4417,Fut1
4418,Fut10
4419,Fut11
4420,Fut2
4421,Fut4
4422,Fut7
4423,Fut8
4424,Fut9
4425,Fuz
4426,Fxn
4427,Fxr1
4428,Fxr2
4429,Fxyd1
4430,Fxyd2
4431,Fxyd3
4432,Fxyd4
4433,Fxyd5
4434,Fxyd6
4435,Fxyd7
4436,Fyb
4437,Fyco1
4438,Fyn
4439,Fyttd1
4440,Fzd1
4441,Fzd2
4442,Fzd3
4443,Fzd4
4444,Fzd5
4445,Fzd6
4446,Fzd7
4447,Fzd8
4448,Fzd9
4449,Fzr1
4450,G0s2
4451,G2e3
4452,G3bp1
4453,G3bp2
4454,G6pc
4455,G6pc3
4456,G6pdx
4457,Gaa
4458,Gab1
4459,Gab2
4460,Gab3
4461,Gabarap
4462,Gabarapl1
4463,Gabarapl2
4464,Gabbr1
4465,Gabbr2
4466,Gabpa
4467,Gabpb1
4468,Gabpb2
4469,Gabra1
4470,Gabra2
4471,Gabrb1
4472,Gabrb2
4473,Gabrb3
4474,Gabrd
4475,Gabre
4476,Gabrg2
4477,Gabrg3
4478,Gabrr2
4479,Gad2
4480,Gadd45a
4481,Gadd45b
4482,Gadd45g
4483,Gadd45gip1
4484,Gadl1
4485,Gak
4486,Gal
4487,Gal3st1
4488,Gal3st2
4489,Gal3st4
4490,Galc
4491,Gale
4492,Galk1
4493,Galk2
4494,Galm
4495,Galns
4496,Galnt1
4497,Galnt10
4498,Galnt11
4499,Galnt12
4500,Galnt13
4501,Galnt14
4502,Galnt2
4503,Galnt3
4504,Galnt4
4505,Galnt5
4506,Galnt6
4507,Galnt7
4508,Galnt9
4509,Galntl6
4510,Galr1
4511,Galr2
4512,Galt
4513,Gamt
4514,Gan
4515,Ganab
4516,Ganc
4517,Gapdh
4518,Gapdhs
4519,Gapt
4520,Gapvd1
4521,Gar1
4522,Garnl3
4523,Gars
4524,Gart
4525,Gas2
4526,Gas2l1
4527,Gas2l3
4528,Gas6
4529,Gas7
4530,Gas8
4531,Gata1
4532,Gata2
4533,Gata3
4534,Gata4
4535,Gata5
4536,Gata6
4537,Gatad1
4538,Gatad2a
4539,Gatad2b
4540,Gatc
4541,Gatm
4542,Gatsl2
4543,Gatsl3
4544,Gba
4545,Gba2
4546,Gbe1
4547,Gbf1
4548,Gbgt1
4549,Gbp2
4550,Gbp3
4551,Gbp5
4552,Gbp6
4553,Gbp7
4554,Gca
4555,Gcat
4556,Gcc1
4557,Gcc2
4558,Gcdh
4559,Gcfc2
4560,Gcg
4561,Gch1
4562,Gchfr
4563,Gck
4564,Gckr
4565,Gclc
4566,Gclm
4567,Gcm1
4568,Gcm2
4569,Gcnt1
4570,Gcnt2
4571,Gcnt3
4572,Gcnt4
4573,Gcnt7
4574,Gcsam
4575,Gcsh
4576,Gda
4577,Gdap1
4578,Gdap1l1
4579,Gdap2
4580,Gde1
4581,Gdf11
4582,Gdf15
4583,Gdf3
4584,Gdf9
4585,Gdi1
4586,Gdi2
4587,Gdpd1
4588,Gdpd2
4589,Gdpd3
4590,Gdpd5
4591,Gdpgp1
4592,Gem
4593,Gemin2
4594,Gemin4
4595,Gemin5
4596,Gemin6
4597,Gemin7
4598,Gemin8
4599,Gen1
4600,Get4
4601,Gfap
4602,Gfer
4603,Gfi1
4604,Gfi1b
4605,Gfm1
4606,Gfm2
4607,Gfod1
4608,Gfod2
4609,Gfpt1
4610,Gfpt2
4611,Gfra1
4612,Gfra2
4613,Gfra3
4614,Gfra4
4615,Gga1
4616,Gga2
4617,Gga3
4618,Ggact
4619,Ggct
4620,Ggcx
4621,Ggh
4622,Ggn
4623,Ggnbp2
4624,Ggps1
4625,Ggt1
4626,Ggt5
4627,Ggt6
4628,Ggt7
4629,Gh
4630,Ghdc
4631,Ghitm
4632,Ghr
4633,Ghrl
4634,Gid4
4635,Gid8
4636,Gif
4637,Gigyf1
4638,Gigyf2
4639,Gimap1
4640,Gimap4
4641,Gimap5
4642,Gimap6
4643,Gimap7
4644,Gimap8
4645,Gin1
4646,Ginm1
4647,Gins1
4648,Gins2
4649,Gins3
4650,Gins4
4651,Gip
4652,Gipc1
4653,Gipc2
4654,Gipr
4655,Git1
4656,Git2
4657,Gja4
4658,Gja5
4659,Gja6
4660,Gjb1
4661,Gjb2
4662,Gjb3
4663,Gjb6
4664,Gjc1
4665,Gjc2
4666,Gjc3
4667,Gjd4
4668,Gk5
4669,Gkap1
4670,Gla
4671,Glb1
4672,Glb1l
4673,Glb1l2
4674,Glcci1
4675,Glce
4676,Gldc
4677,Gldn
4678,Gle1
4679,Glg1
4680,Gli1
4681,Gli2
4682,Glipr1
4683,Glipr1l1
4684,Glipr1l2
4685,Glipr2
4686,Glis1
4687,Glis2
4688,Glis3
4689,Glmn
4690,Glo1
4691,Glod4
4692,Glod5
4693,Glp1r
4694,Glp2r
4695,Glra3
4696,Glrb
4697,Glrx
4698,Glrx2
4699,Glrx3
4700,Glrx5
4701,Gls
4702,Gls2
4703,Glt1d1
4704,Glt8d1
4705,Glt8d2
4706,Gltp
4707,Gltpd2
4708,Glud1
4709,Glul
4710,Glyctk
4711,Glyr1
4712,Gm10184
4713,Gm11127
4714,Gm11437
4715,Gm11837
4716,Gm11992
4717,Gm12166
4718,Gm128
4719,Gm136
4720,Gm13889
4721,Gm14137
4722,Gm1673
4723,Gm20379
4724,Gm2a
4725,Gm525
4726,Gm527
4727,Gm5617
4728,Gm5901
4729,Gm614
4730,Gm6525
4731,Gm7879
4732,Gm960
4733,Gm973
4734,Gm9844
4735,Gmcl1
4736,Gmds
4737,Gmeb1
4738,Gmeb2
4739,Gmfb
4740,Gmfg
4741,Gmip
4742,Gmnn
4743,Gmppa
4744,Gmppb
4745,Gmpr
4746,Gmpr2
4747,Gmps
4748,Gna11
4749,Gna12
4750,Gna13
4751,Gna14
4752,Gna15
4753,Gnai1
4754,Gnai2
4755,Gnai3
4756,Gnal
4757,Gnao1
4758,Gnaq
4759,Gnas
4760,Gnat2
4761,Gnat3
4762,Gnaz
4763,Gnb1
4764,Gnb1l
4765,Gnb2
4766,Gnb3
4767,Gnb4
4768,Gnb5
4769,Gne
4770,Gng10
4771,Gng11
4772,Gng12
4773,Gng13
4774,Gng2
4775,Gng3
4776,Gng4
4777,Gng5
4778,Gng7
4779,Gng8
4780,Gngt1
4781,Gngt2
4782,Gnl1
4783,Gnl2
4784,Gnl3
4785,Gnl3l
4786,Gnmt
4787,Gnpat
4788,Gnpda1
4789,Gnpda2
4790,Gnpnat1
4791,Gnptab
4792,Gnptg
4793,Gnrh1
4794,Gnrhr
4795,Gns
4796,Golga1
4797,Golga2
4798,Golga3
4799,Golga4
4800,Golga5
4801,Golga7
4802,Golga7b
4803,Golgb1
4804,Golim4
4805,Golm1
4806,Golph3
4807,Golph3l
4808,Golt1a
4809,Golt1b
4810,Gon4l
4811,Gopc
4812,Gorab
4813,Gorasp1
4814,Gorasp2
4815,Gosr1
4816,Gosr2
4817,Got1
4818,Got2
