,0
1689,Ccdc3
1690,Ccdc30
1691,Ccdc33
1692,Ccdc34
1693,Ccdc36
1694,Ccdc38
1695,Ccdc39
1696,Ccdc40
1697,Ccdc42
1698,Ccdc43
1699,Ccdc47
1700,Ccdc50
1701,Ccdc51
1702,Ccdc57
1703,Ccdc58
1704,Ccdc59
1705,Ccdc6
1706,Ccdc61
1707,Ccdc62
1708,Ccdc65
1709,Ccdc66
1710,Ccdc68
1711,Ccdc69
1712,Ccdc71
1713,Ccdc71l
1714,Ccdc73
1715,Ccdc74a
1716,Ccdc77
1717,Ccdc78
1718,Ccdc8
1719,Ccdc80
1720,Ccdc82
1721,Ccdc83
1722,Ccdc84
1723,Ccdc85a
1724,Ccdc85b
1725,Ccdc85c
1726,Ccdc86
1727,Ccdc87
1728,Ccdc88a
1729,Ccdc88b
1730,Ccdc88c
1731,Ccdc89
1732,Ccdc9
1733,Ccdc90b
1734,Ccdc91
1735,Ccdc92
1736,Ccdc93
1737,Ccdc94
1738,Ccdc96
1739,Ccdc97
1740,Cchcr1
1741,Cck
1742,Cckar
1743,Ccl17
1744,Ccl2
1745,Ccl20
1746,Ccl22
1747,Ccl24
1748,Ccl25
1749,Ccl27b
1750,Ccl28
1751,Ccl3
1752,Ccl4
1753,Ccl5
1754,Ccl6
1755,Ccl7
1756,Ccl8
1757,Ccl9
1758,Ccm2
1759,Ccna1
1760,Ccna2
1761,Ccnb1
1762,Ccnb1ip1
1763,Ccnb2
1764,Ccnb3
1765,Ccnc
1766,Ccnd1
1767,Ccnd2
1768,Ccnd3
1769,Ccndbp1
1770,Ccne1
1771,Ccne2
1772,Ccnf
1773,Ccng1
1774,Ccng2
1775,Ccnh
1776,Ccni
1777,Ccnj
1778,Ccnjl
1779,Ccnk
1780,Ccnl1
1781,Ccnl2
1782,Ccno
1783,Ccnt1
1784,Ccnt2
1785,Ccny
1786,Ccnyl1
1787,Ccp110
1788,Ccpg1
1789,Ccr1
1790,Ccr10
1791,Ccr2
1792,Ccr3
1793,Ccr4
1794,Ccr5
1795,Ccr6
1796,Ccr7
1797,Ccr9
1798,Ccrl2
1799,Ccs
1800,Ccsap
1801,Ccser1
1802,Ccser2
1803,Cct2
1804,Cct3
1805,Cct4
1806,Cct5
1807,Cct6a
1808,Cct6b
1809,Cct7
1810,Cct8
1811,Ccz1
1812,Cd101
1813,Cd109
1814,Cd14
1815,Cd151
1816,Cd160
1817,Cd163
1818,Cd163l1
1819,Cd164
1820,Cd164l2
1821,Cd177
1822,Cd180
1823,Cd19
1824,Cd1d1
1825,Cd2
1826,Cd200
1827,Cd200r1
1828,Cd200r4
1829,Cd209b
1830,Cd209f
1831,Cd22
1832,Cd226
1833,Cd247
1834,Cd248
1835,Cd24a
1836,Cd27
1837,Cd274
1838,Cd276
1839,Cd28
1840,Cd2ap
1841,Cd2bp2
1842,Cd300a
1843,Cd300c
1844,Cd300e
1845,Cd300lb
1846,Cd300lf
1847,Cd300lg
1848,Cd302
1849,Cd320
1850,Cd34
1851,Cd36
1852,Cd37
1853,Cd38
1854,Cd3d
1855,Cd3e
1856,Cd3eap
1857,Cd3g
1858,Cd4
1859,Cd40
1860,Cd44
1861,Cd46
1862,Cd47
1863,Cd48
1864,Cd5
1865,Cd52
1866,Cd53
1867,Cd55
1868,Cd59b
1869,Cd6
1870,Cd63
1871,Cd68
1872,Cd69
1873,Cd7
1874,Cd70
1875,Cd72
1876,Cd74
1877,Cd79a
1878,Cd79b
1879,Cd80
1880,Cd81
1881,Cd82
1882,Cd83
1883,Cd84
1884,Cd86
1885,Cd8a
1886,Cd8b1
1887,Cd9
1888,Cd93
1889,Cd96
1890,Cd99l2
1891,Cda
1892,Cdadc1
1893,Cdan1
1894,Cdc123
1895,Cdc14a
1896,Cdc14b
1897,Cdc16
1898,Cdc20
1899,Cdc23
1900,Cdc25a
1901,Cdc25b
1902,Cdc25c
1903,Cdc26
1904,Cdc27
1905,Cdc34
1906,Cdc37
1907,Cdc37l1
1908,Cdc40
1909,Cdc42
1910,Cdc42bpa
1911,Cdc42bpb
1912,Cdc42bpg
1913,Cdc42ep1
1914,Cdc42ep2
1915,Cdc42ep3
1916,Cdc42ep4
1917,Cdc42ep5
1918,Cdc42se1
1919,Cdc42se2
1920,Cdc45
1921,Cdc5l
1922,Cdc6
1923,Cdc7
1924,Cdc73
1925,Cdca2
1926,Cdca3
1927,Cdca4
1928,Cdca5
1929,Cdca7
1930,Cdca7l
1931,Cdca8
1932,Cdcp1
1933,Cdh1
1934,Cdh11
1935,Cdh12
1936,Cdh13
1937,Cdh16
1938,Cdh17
1939,Cdh20
1940,Cdh23
1941,Cdh24
1942,Cdh26
1943,Cdh3
1944,Cdh4
1945,Cdh5
1946,Cdh6
1947,Cdh8
1948,Cdh9
1949,Cdhr1
1950,Cdhr2
1951,Cdhr3
1952,Cdhr4
1953,Cdip1
1954,Cdipt
1955,Cdk1
1956,Cdk10
1957,Cdk11b
1958,Cdk12
1959,Cdk13
1960,Cdk14
1961,Cdk15
1962,Cdk16
1963,Cdk17
1964,Cdk18
1965,Cdk19
1966,Cdk2
1967,Cdk20
1968,Cdk2ap2
1969,Cdk4
1970,Cdk5
1971,Cdk5r1
1972,Cdk5r2
1973,Cdk5rap1
1974,Cdk5rap2
1975,Cdk5rap3
1976,Cdk6
1977,Cdk7
1978,Cdk8
1979,Cdk9
1980,Cdkal1
1981,Cdkl1
1982,Cdkl2
1983,Cdkl3
1984,Cdkl4
1985,Cdkl5
1986,Cdkn1a
1987,Cdkn1b
1988,Cdkn1c
1989,Cdkn2a
1990,Cdkn2aip
1991,Cdkn2aipnl
1992,Cdkn2b
1993,Cdkn2c
1994,Cdkn2d
1995,Cdkn3
1996,Cdnf
1997,Cdo1
1998,Cdon
1999,Cdpf1
2000,Cdr1
2001,Cdr2
2002,Cdr2l
2003,Cds1
2004,Cds2
2005,Cdsn
2006,Cdt1
2007,Cdv3
2008,Cdx1
2009,Cdx2
2010,Cdyl
2011,Cdyl2
2012,Ceacam1
2013,Ceacam16
2014,Ceacam18
2015,Ceacam19
2016,Ceacam5
2017,Ceacam9
2018,Cebpa
2019,Cebpb
2020,Cebpd
2021,Cebpe
2022,Cebpg
2023,Cebpz
2024,Cecr2
2025,Cel
2026,Cela1
2027,Celf1
2028,Celf2
2029,Celf3
2030,Celf4
2031,Celf5
2032,Celf6
2033,Celsr1
2034,Celsr2
2035,Celsr3
2036,Cend1
2037,Cenpa
2038,Cenpb
2039,Cenpc1
2040,Cenpe
2041,Cenpf
2042,Cenph
2043,Cenpi
2044,Cenpj
2045,Cenpk
2046,Cenpl
2047,Cenpm
2048,Cenpn
2049,Cenpo
2050,Cenpp
2051,Cenpq
2052,Cenpt
2053,Cenpu
2054,Cenpv
2055,Cenpw
2056,Cep104
2057,Cep112
2058,Cep120
2059,Cep128
2060,Cep135
2061,Cep152
2062,Cep164
2063,Cep170
2064,Cep19
2065,Cep192
2066,Cep250
2067,Cep290
2068,Cep350
2069,Cep41
2070,Cep44
2071,Cep55
2072,Cep57
2073,Cep57l1
2074,Cep63
2075,Cep68
2076,Cep70
2077,Cep72
2078,Cep76
2079,Cep78
2080,Cep85
2081,Cep85l
2082,Cep89
2083,Cep95
2084,Cep97
2085,Cept1
2086,Cercam
2087,Cerk
2088,Cerkl
2089,Cers1
2090,Cers2
2091,Cers4
2092,Cers5
2093,Cers6
2094,Ces1d
2095,Ces2c
2096,Ces4a
2097,Cetn2
2098,Cetn3
2099,Cfb
2100,Cfd
2101,Cfdp1
2102,Cfh
2103,Cfi
2104,Cfl1
2105,Cfl2
2106,Cflar
2107,Cfp
2108,Cftr
2109,Cga
2110,Cggbp1
2111,Cgn
2112,Cgnl1
2113,Cgref1
2114,Cgrrf1
2115,Ch25h
2116,Chac1
2117,Chac2
2118,Chad
2119,Chadl
2120,Chaf1a
2121,Chaf1b
2122,Champ1
2123,Chat
2124,Chchd1
2125,Chchd10
2126,Chchd2
2127,Chchd3
2128,Chchd4
2129,Chchd5
2130,Chchd6
2131,Chchd7
2132,Chd1
2133,Chd1l
2134,Chd2
2135,Chd3
2136,Chd4
2137,Chd5
2138,Chd6
2139,Chd7
2140,Chd8
2141,Chd9
2142,Chdh
2143,Chek1
2144,Chek2
2145,Cherp
2146,Chfr
2147,Chga
2148,Chgb
2149,Chic1
2150,Chic2
2151,Chid1
2152,Chit1
2153,Chka
2154,Chkb
2155,Chl1
2156,Chm
2157,Chml
2158,Chmp1a
2159,Chmp1b
2160,Chmp2a
2161,Chmp2b
2162,Chmp3
2163,Chmp4b
2164,Chmp4c
2165,Chmp5
2166,Chmp6
2167,Chmp7
2168,Chn1
2169,Chn2
2170,Chodl
2171,Chordc1
2172,Chp1
2173,Chpf
2174,Chpf2
2175,Chpt1
2176,Chrac1
2177,Chrd
2178,Chrdl1
2179,Chrm1
2180,Chrm3
2181,Chrna10
2182,Chrna2
2183,Chrna5
2184,Chrna7
2185,Chrnb1
2186,Chrnb2
2187,Chrnb4
2188,Chrne
2189,Chst1
2190,Chst10
2191,Chst11
2192,Chst12
2193,Chst13
2194,Chst14
2195,Chst15
2196,Chst2
2197,Chst3
2198,Chst4
2199,Chst7
2200,Chst8
2201,Chst9
2202,Chsy1
2203,Chsy3
2204,Chtf18
2205,Chtf8
2206,Chtop
2207,Chuk
2208,Churc1
2209,Ciao1
2210,Ciapin1
2211,Cib1
2212,Cib2
2213,Cib3
2214,Cic
2215,Cidea
2216,Cideb
2217,Cidec
2218,Ciita
2219,Cilp
2220,Cilp2
2221,Cinp
2222,Cipc
2223,Cir1
2224,Cirbp
2225,Cisd1
2226,Cisd2
2227,Cisd3
2228,Cish
2229,Cit
2230,Cited1
2231,Cited2
2232,Cited4
2233,Ciz1
2234,Ckap2
2235,Ckap2l
2236,Ckap4
2237,Ckap5
2238,Ckb
2239,Cklf
2240,Ckm
2241,Ckmt1
2242,Ckmt2
2243,Cks1b
2244,Cks2
2245,Clasp1
2246,Clasp2
2247,Clasrp
2248,Clca1
2249,Clca2
2250,Clcc1
2251,Clcf1
2252,Clcn1
2253,Clcn2
2254,Clcn3
2255,Clcn5
2256,Clcn6
2257,Clcn7
2258,Cldn1
2259,Cldn10
2260,Cldn11
2261,Cldn12
2262,Cldn13
2263,Cldn14
2264,Cldn15
2265,Cldn16
2266,Cldn19
2267,Cldn2
2268,Cldn20
2269,Cldn23
2270,Cldn3
2271,Cldn5
2272,Cldn6
2273,Cldn7
2274,Cldn8
2275,Cldn9
2276,Cldnd1
2277,Cldnd2
2278,Clec11a
2279,Clec12a
2280,Clec14a
2281,Clec16a
2282,Clec1a
2283,Clec1b
2284,Clec2h
2285,Clec3b
2286,Clec4a1
2287,Clec4b1
2288,Clec4d
2289,Clec4e
2290,Clec4g
2291,Clec4n
2292,Clec5a
2293,Clec7a
2294,Clgn
2295,Clhc1
2296,Clic1
2297,Clic3
2298,Clic4
2299,Clic5
2300,Clic6
2301,Clint1
2302,Clip1
2303,Clip2
2304,Clip3
2305,Clip4
2306,Clk1
2307,Clk2
2308,Clk3
2309,Clk4
2310,Clmn
2311,Clmp
2312,Cln3
2313,Cln5
2314,Cln6
2315,Cln8
2316,Clnk
2317,Clns1a
2318,Clock
2319,Clp1
2320,Clpb
2321,Clpp
2322,Clps
2323,Clptm1
2324,Clptm1l
2325,Clpx
2326,Clrn3
2327,Clspn
2328,Clstn1
2329,Clstn2
2330,Clstn3
2331,Clta
2332,Cltb
2333,Cltc
2334,Clu
2335,Cluap1
2336,Cluh
2337,Clvs1
2338,Clybl
2339,Cmas
2340,Cmbl
2341,Cmc1
2342,Cmc2
2343,Cmip
2344,Cmklr1
2345,Cmpk1
2346,Cmpk2
2347,Cmss1
2348,Cmtm1
2349,Cmtm2b
2350,Cmtm3
2351,Cmtm4
2352,Cmtm6
2353,Cmtm7
2354,Cmtm8
2355,Cmtr1
2356,Cmtr2
2357,Cmya5
2358,Cnbd2
2359,Cnbp
2360,Cndp1
2361,Cndp2
2362,Cnep1r1
2363,Cnfn
2364,Cnga1
2365,Cnga4
2366,Cngb1
2367,Cngb3
2368,Cnih1
2369,Cnih2
2370,Cnih3
2371,Cnih4
2372,Cnksr1
2373,Cnksr2
2374,Cnksr3
2375,Cnn1
2376,Cnn2
2377,Cnn3
2378,Cnnm1
2379,Cnnm2
2380,Cnnm3
2381,Cnnm4
2382,Cnot1
2383,Cnot10
2384,Cnot11
2385,Cnot2
2386,Cnot3
2387,Cnot4
2388,Cnot6
2389,Cnot6l
2390,Cnot7
2391,Cnot8
2392,Cnp
2393,Cnppd1
2394,Cnpy2
2395,Cnpy3
2396,Cnpy4
2397,Cnr1
2398,Cnr2
2399,Cnrip1
2400,Cnst
2401,Cntd1
2402,Cntf
2403,Cntfr
2404,Cntln
2405,Cntn1
2406,Cntn2
2407,Cntn3
2408,Cntn4
2409,Cntn5
2410,Cntnap1
2411,Cntnap2
2412,Cntnap3
2413,Cntrl
2414,Cntrob
2415,Coa3
2416,Coa4
2417,Coa5
2418,Coa6
2419,Coa7
2420,Coasy
2421,Cobl
2422,Cobll1
2423,Coch
2424,Cog1
2425,Cog2
2426,Cog3
2427,Cog4
2428,Cog5
2429,Cog6
2430,Cog7
2431,Cog8
2432,Coil
2433,Col10a1
2434,Col11a2
2435,Col12a1
2436,Col14a1
2437,Col15a1
2438,Col16a1
2439,Col17a1
2440,Col18a1
2441,Col19a1
2442,Col1a1
2443,Col1a2
2444,Col20a1
2445,Col23a1
2446,Col25a1
2447,Col27a1
2448,Col3a1
2449,Col4a1
2450,Col4a2
2451,Col4a3
2452,Col4a3bp
2453,Col4a4
2454,Col4a5
2455,Col5a1
2456,Col5a2
2457,Col5a3
2458,Col6a2
2459,Col7a1
2460,Col8a1
2461,Col8a2
2462,Col9a1
2463,Col9a2
2464,Col9a3
2465,Colec10
2466,Colec11
2467,Colec12
2468,Colgalt1
2469,Colq
2470,Commd1
2471,Commd10
2472,Commd2
2473,Commd3
2474,Commd4
2475,Commd5
2476,Commd6
2477,Commd7
2478,Commd8
2479,Commd9
2480,Comp
2481,Comt
2482,Comtd1
2483,Copa
2484,Copb1
2485,Copb2
2486,Cope
2487,Copg1
2488,Copg2
2489,Coprs
2490,Cops2
2491,Cops3
2492,Cops4
2493,Cops5
2494,Cops6
2495,Cops7a
2496,Cops7b
2497,Cops8
2498,Copz1
2499,Copz2
2500,Coq10a
2501,Coq10b
2502,Coq2
2503,Coq3
2504,Coq4
2505,Coq5
2506,Coq6
2507,Coq7
2508,Coq9
2509,Corin
2510,Coro1a
2511,Coro1b
2512,Coro1c
2513,Coro2a
2514,Coro2b
2515,Coro6
2516,Coro7
2517,Cort
2518,Cotl1
2519,Cox10
2520,Cox11
2521,Cox14
2522,Cox15
2523,Cox16
2524,Cox17
2525,Cox18
2526,Cox19
2527,Cox20
2528,Cox4i1
2529,Cox4i2
2530,Cox5a
2531,Cox6a1
2532,Cox6a2
2533,Cox6b1
2534,Cox6b2
2535,Cox6c
2536,Cox7a1
2537,Cox7a2
2538,Cox7a2l
2539,Cox7b
2540,Cox7c
2541,Cox8a
2542,Cox8b
2543,Cp
2544,Cpa2
2545,Cpa3
2546,Cpa4
2547,Cpa6
2548,Cpd
2549,Cpe
2550,Cpeb1
2551,Cpeb2
2552,Cpeb3
2553,Cpeb4
2554,Cped1
2555,Cplx1
2556,Cplx2
2557,Cplx3
2558,Cpm
2559,Cpn1
2560,Cpn2
2561,Cpne1
2562,Cpne2
2563,Cpne3
2564,Cpne4
2565,Cpne5
2566,Cpne7
2567,Cpne8
2568,Cpne9
2569,Cpox
2570,Cpped1
2571,Cpq
2572,Cps1
2573,Cpsf1
2574,Cpsf2
2575,Cpsf3
2576,Cpsf4
2577,Cpsf4l
2578,Cpsf6
2579,Cpsf7
2580,Cpt1a
2581,Cpt1b
2582,Cpt1c
2583,Cpt2
2584,Cpvl
2585,Cpxm1
2586,Cpxm2
2587,Cr1l
2588,Cr2
2589,Crabp2
2590,Cradd
2591,Crat
2592,Crb1
2593,Crb2
2594,Crb3
2595,Crbn
2596,Crcp
2597,Creb1
2598,Creb3
2599,Creb3l1
2600,Creb3l2
2601,Creb3l3
2602,Creb3l4
2603,Creb5
2604,Crebbp
2605,Crebl2
2606,Crebrf
2607,Crebzf
2608,Creg1
2609,Creg2
2610,Creld1
2611,Creld2
2612,Crem
2613,Crhbp
2614,Crhr1
2615,Crim1
2616,Crip1
2617,Crip2
2618,Crip3
2619,Cript
2620,Crisp1
2621,Crisp2
2622,Crispld1
2623,Crispld2
2624,Crk
2625,Crkl
2626,Crlf1
2627,Crlf2
2628,Crlf3
2629,Crls1
2630,Crmp1
2631,Crnkl1
2632,Crocc
2633,Crot
2634,Crp
2635,Crtac1
2636,Crtam
2637,Crtap
2638,Crtc1
2639,Crtc2
2640,Crtc3
2641,Crx
2642,Cry1
2643,Cry2
2644,Cryab
2645,Cryba1
2646,Cryba2
2647,Cryba4
2648,Crybb1
2649,Crybb3
2650,Crybg3
2651,Crygn
2652,Crygs
2653,Cryl1
2654,Crym
2655,Cryz
2656,Cryzl1
2657,Cs
2658,Csad
2659,Csdc2
2660,Csde1
2661,Cse1l
2662,Csf1
2663,Csf1r
2664,Csf2
2665,Csf2ra
2666,Csf2rb
2667,Csf3
2668,Csf3r
2669,Csgalnact1
2670,Csgalnact2
2671,Csk
2672,Csmd1
2673,Csmd3
2674,Csnk1a1
2675,Csnk1d
2676,Csnk1e
2677,Csnk1g1
2678,Csnk1g2
2679,Csnk1g3
2680,Csnk2a1
2681,Csnk2a2
2682,Csnk2b
2683,Cspg4
2684,Cspg5
2685,Cspp1
2686,Csrnp1
2687,Csrnp2
2688,Csrp1
2689,Csrp2
2690,Cst3
2691,Cst6
2692,Cst7
2693,Cstb
2694,Cstf1
2695,Cstf2
2696,Cstf2t
2697,Cstf3
2698,Ctage5
2699,Ctbp1
2700,Ctbp2
2701,Ctbs
2702,Ctc1
2703,Ctcf
2704,Ctcfl
2705,Ctdnep1
2706,Ctdp1
2707,Ctdsp1
2708,Ctdsp2
2709,Ctdspl
2710,Ctdspl2
2711,Ctf1
2712,Ctgf
2713,Cth
2714,Cthrc1
2715,Ctif
2716,Ctla4
2717,Ctnna1
2718,Ctnnal1
2719,Ctnnb1
2720,Ctnnbip1
2721,Ctnnbl1
2722,Ctnnd1
2723,Ctnnd2
2724,Ctns
2725,Ctps
2726,Ctps2
2727,Ctr9
2728,Ctrb1
2729,Ctrc
2730,Ctrl
2731,Ctsa
2732,Ctsb
2733,Ctsc
2734,Ctsd
2735,Ctse
2736,Ctsf
2737,Ctsh
2738,Ctsk
2739,Ctsl
2740,Ctso
2741,Ctss
2742,Ctsw
2743,Ctsz
2744,Cttn
2745,Cttnbp2
2746,Cttnbp2nl
2747,Ctu1
2748,Ctu2
2749,Ctxn1
2750,Cubn
2751,Cuedc1
2752,Cuedc2
2753,Cul1
2754,Cul2
2755,Cul3
2756,Cul4a
2757,Cul4b
2758,Cul5
2759,Cul7
2760,Cul9
2761,Cuta
2762,Cutc
2763,Cux1
2764,Cux2
2765,Cuzd1
2766,Cwc15
2767,Cwc22
2768,Cwc25
2769,Cwc27
2770,Cwf19l1
2771,Cwf19l2
2772,Cwh43
2773,Cx3cl1
2774,Cx3cr1
2775,Cxadr
2776,Cxcl1
2777,Cxcl10
2778,Cxcl11
2779,Cxcl12
2780,Cxcl13
2781,Cxcl14
2782,Cxcl16
2783,Cxcl17
2784,Cxcl2
2785,Cxcl3
2786,Cxcl5
2787,Cxcl9
2788,Cxcr1
2789,Cxcr2
2790,Cxcr3
2791,Cxcr4
2792,Cxcr5
2793,Cxcr6
2794,Cxxc1
2795,Cxxc4
2796,Cxxc5
2797,Cyb561
2798,Cyb561a3
2799,Cyb561d1
2800,Cyb561d2
2801,Cyb5a
2802,Cyb5b
2803,Cyb5d1
2804,Cyb5d2
2805,Cyb5r1
2806,Cyb5r2
2807,Cyb5r3
2808,Cyb5r4
2809,Cyb5rl
2810,Cyba
2811,Cybb
2812,Cybrd1
2813,Cyc1
2814,Cycs
2815,Cyfip1
2816,Cyfip2
2817,Cygb
2818,Cyhr1
2819,Cyld
2820,Cyp11a1
2821,Cyp17a1
2822,Cyp19a1
2823,Cyp1a1
2824,Cyp1a2
2825,Cyp1b1
2826,Cyp20a1
2827,Cyp24a1
2828,Cyp27a1
2829,Cyp27b1
2830,Cyp2c55
2831,Cyp2d22
2832,Cyp2e1
2833,Cyp2f2
2834,Cyp2j9
2835,Cyp2r1
2836,Cyp2s1
2837,Cyp2u1
2838,Cyp2w1
2839,Cyp39a1
2840,Cyp3a13
2841,Cyp4a10
2842,Cyp4a32
2843,Cyp4b1
2844,Cyp4f15
2845,Cyp4f17
2846,Cyp4f18
2847,Cyp4v3
2848,Cyp4x1
2849,Cyp51
2850,Cyp7b1
2851,Cyr61
2852,Cysltr1
2853,Cysltr2
2854,Cystm1
2855,Cyth1
2856,Cyth2
2857,Cyth3
2858,Cyth4
2859,Cytip
2860,Cyyr1
2861,D2hgdh
2862,Daam1
2863,Daam2
2864,Dab1
2865,Dab2
2866,Dab2ip
2867,Dach1
2868,Dach2
2869,Dact1
2870,Dact2
2871,Dact3
2872,Dad1
2873,Dag1
2874,Dagla
2875,Daglb
2876,Dalrd3
2877,Dand5
2878,Dao
2879,Dap
2880,Dap3
2881,Dapk1
2882,Dapk2
2883,Dapk3
2884,Dapl1
2885,Dapp1
2886,Dars
2887,Dars2
2888,Daxx
2889,Dazap1
2890,Dazap2
2891,Dazl
2892,Dbf4
2893,Dbi
2894,Dbn1
2895,Dbndd1
2896,Dbndd2
2897,Dbnl
2898,Dbp
2899,Dbr1
2900,Dbt
2901,Dcaf10
2902,Dcaf11
2903,Dcaf12
2904,Dcaf12l1
2905,Dcaf12l2
2906,Dcaf13
2907,Dcaf15
2908,Dcaf17
2909,Dcaf4
2910,Dcaf5
2911,Dcaf6
2912,Dcaf7
2913,Dcaf8
2914,Dcakd
2915,Dcbld1
2916,Dcbld2
2917,Dcc
2918,Dcdc2a
2919,Dcdc2b
2920,Dchs1
2921,Dck
2922,Dclk1
2923,Dclk2
2924,Dclk3
2925,Dclre1a
2926,Dclre1b
2927,Dclre1c
2928,Dcn
2929,Dcp1a
2930,Dcp1b
2931,Dcp2
2932,Dcps
2933,Dcst1
2934,Dct
2935,Dctd
2936,Dctn1
2937,Dctn2
2938,Dctn3
2939,Dctn4
2940,Dctn5
2941,Dctn6
2942,Dctpp1
2943,Dcun1d1
2944,Dcun1d2
2945,Dcun1d3
2946,Dcun1d4
2947,Dcun1d5
2948,Dcx
2949,Dcxr
2950,Dda1
2951,Ddah1
2952,Ddah2
2953,Ddb1
2954,Ddb2
2955,Ddc
2956,Ddhd1
2957,Ddhd2
2958,Ddi2
2959,Ddit3
2960,Ddit4
2961,Ddit4l
2962,Ddn
2963,Ddo
2964,Ddost
2965,Ddr1
2966,Ddr2
2967,Ddrgk1
2968,Ddt
2969,Ddx1
2970,Ddx10
2971,Ddx11
2972,Ddx17
2973,Ddx18
2974,Ddx19a
2975,Ddx19b
2976,Ddx20
2977,Ddx21
2978,Ddx23
2979,Ddx24
2980,Ddx25
2981,Ddx27
2982,Ddx28
2983,Ddx31
2984,Ddx39b
2985,Ddx3x
2986,Ddx3y
2987,Ddx4
2988,Ddx41
2989,Ddx42
2990,Ddx43
2991,Ddx46
2992,Ddx47
2993,Ddx49
2994,Ddx5
2995,Ddx50
2996,Ddx51
2997,Ddx52
2998,Ddx54
2999,Ddx55
3000,Ddx56
3001,Ddx58
3002,Ddx59
3003,Ddx6
3004,Ddx60
3005,Deaf1
3006,Decr1
3007,Decr2
3008,Dedd
3009,Dedd2
3010,Def6
3011,Def8
3012,Defb1
3013,Defb4
3014,Degs1
3015,Degs2
3016,Dek
3017,Dennd1a
3018,Dennd1b
3019,Dennd1c
3020,Dennd2a
3021,Dennd2c
3022,Dennd2d
3023,Dennd3
3024,Dennd4a
3025,Dennd4b
3026,Dennd4c
3027,Dennd5a
3028,Dennd5b
3029,Dennd6a
3030,Dennd6b
3031,Denr
3032,Depdc1a
3033,Depdc1b
3034,Depdc5
3035,Depdc7
3036,Deptor
3037,Dera
3038,Derl1
3039,Derl2
3040,Derl3
3041,Des
3042,Desi1
3043,Desi2
3044,Det1
3045,Dexi
3046,Dffa
3047,Dffb
3048,Dfna5
3049,Dfnb59
3050,Dgat1
3051,Dgat2
3052,Dgcr14
3053,Dgcr2
3054,Dgcr6
3055,Dgcr8
3056,Dgka
3057,Dgkb
3058,Dgkd
3059,Dgke
3060,Dgkg
3061,Dgkh
3062,Dgki
3063,Dgkq
3064,Dgkz
3065,Dguok
3066,Dhcr24
3067,Dhcr7
3068,Dhdds
3069,Dhdh
3070,Dhfr
3071,Dhodh
3072,Dhps
3073,Dhrs1
3074,Dhrs11
3075,Dhrs13
3076,Dhrs2
3077,Dhrs3
3078,Dhrs4
3079,Dhrs7
3080,Dhrs7b
3081,Dhrs9
3082,Dhtkd1
3083,Dhx15
3084,Dhx16
3085,Dhx29
3086,Dhx30
3087,Dhx32
3088,Dhx33
3089,Dhx34
3090,Dhx35
3091,Dhx36
3092,Dhx37
3093,Dhx38
3094,Dhx40
3095,Dhx57
3096,Dhx58
3097,Dhx8
3098,Dhx9
3099,Diablo
3100,Dicer1
3101,Dido1
3102,Diexf
3103,Dimt1
3104,Dio1
3105,Dip2a
3106,Dip2b
3107,Dip2c
3108,Diras1
3109,Diras2
3110,Dirc2
3111,Dis3
3112,Dis3l
3113,Dis3l2
3114,Disc1
3115,Disp1
3116,Disp2
3117,Dixdc1
3118,Dkc1
3119,Dkk1
3120,Dkk3
3121,Dkk4
3122,Dkkl1
3123,Dlat
3124,Dlc1
3125,Dld
3126,Dlec1
3127,Dleu7
3128,Dlg1
3129,Dlg2
3130,Dlg3
3131,Dlg4
3132,Dlg5
3133,Dlgap1
3134,Dlgap2
3135,Dlgap3
3136,Dlgap4
3137,Dlgap5
3138,Dlk1
3139,Dlk2
3140,Dll1
3141,Dll3
3142,Dll4
3143,Dlst
3144,Dlx3
3145,Dlx4
3146,Dlx5
3147,Dmap1
3148,Dmbt1
3149,Dmc1
3150,Dmd
3151,Dmgdh
3152,Dmkn
3153,Dmpk
3154,Dmrt2
3155,Dmrta1
3156,Dmrta2
3157,Dmtf1
3158,Dmwd
3159,Dmxl1
3160,Dmxl2
3161,Dna2
3162,Dnaaf1
3163,Dnaaf2
3164,Dnaaf3
3165,Dnah11
3166,Dnah6
3167,Dnaja1
3168,Dnaja2
3169,Dnaja3
3170,Dnaja4
3171,Dnajb1
3172,Dnajb11
3173,Dnajb12
3174,Dnajb13
3175,Dnajb14
3176,Dnajb2
3177,Dnajb4
3178,Dnajb5
3179,Dnajb6
3180,Dnajb7
3181,Dnajb9
3182,Dnajc1
3183,Dnajc10
3184,Dnajc11
3185,Dnajc12
3186,Dnajc13
3187,Dnajc14
3188,Dnajc15
3189,Dnajc16
3190,Dnajc17
3191,Dnajc18
3192,Dnajc19
3193,Dnajc2
3194,Dnajc21
3195,Dnajc22
3196,Dnajc24
3197,Dnajc25
3198,Dnajc27
3199,Dnajc28
3200,Dnajc3
3201,Dnajc30
3202,Dnajc4
3203,Dnajc5
3204,Dnajc5b
3205,Dnajc6
3206,Dnajc7
3207,Dnajc8
3208,Dnajc9
3209,Dnal1
3210,Dnal4
3211,Dnali1
3212,Dnase1
3213,Dnase1l1
3214,Dnase1l2
3215,Dnase1l3
3216,Dnase2a
3217,Dnd1
3218,Dner
3219,Dnhd1
3220,Dnlz
3221,Dnm1
3222,Dnm1l
3223,Dnm2
3224,Dnm3
3225,Dnmbp
3226,Dnmt1
3227,Dnmt3a
3228,Dnmt3b
3229,Dnpep
3230,Dnph1
