Protein IDs,lab2,lab3,non2,non3
P61161,522.5694444,529.7607008,495.1093602,479.9777377
P35486,642.6041667,613.2662349,596.2758164,576.009535
Q99KY4,50.92013889,61.05007847,49.00872329,51.88556626
A0A1Y7VNT1,31.86666667,28.71809407,31.22767801,26.45692632
Q3TXX4,445.3125,423.2410903,396.2639413,409.5624751
O88745,49.05555556,40.9989053,42.80481253,42.37905269
A0A0G2JGQ5,26.71076389,26.18715407,23.78995273,25.0546627
Q9CPU0,119.7291667,140.8609711,103.5282133,128.3968391
F6RQR3,36.08333333,45.75105491,33.59034005,39.0682364
E0CZD7,101.3784722,97.20004339,98.26629072,88.49787777
Q6PDG5,48.5625,49.18187241,42.30486201,47.14288233
Q8C7M3,29.303125,45.12606317,22.32086738,39.80833675
P40124,381.0416667,347.799609,355.1322663,331.9274581
P62627,81.83333333,79.30758063,72.09241109,76.8284587
Q8CAD1,49.64236111,54.71056045,46.76460155,48.52339606
O55042,1074.756944,1057.508154,993.2500945,987.7772067
Q8BWG8,202.6840278,192.7684712,186.0720785,183.1400989
Q8BW75,107.6458333,117.9132653,98.30248624,106.8825749
P26883,353.4722222,376.5436983,309.3404192,353.7377625
Q8VD62,33.35555556,32.59746761,31.36748317,30.19035501
A2AH27,30.05659722,34.84024771,26.50099658,31.65514956
Q8BKZ9,369.3402778,324.702569,315.7877447,333.951406
A0A087WQE6,191.8923611,183.3438168,178.7470117,172.5068203
P00761,80.04166667,78.8097996,74.30033732,73.52368404
Q9D164,57.07291667,55.7404141,56.07589701,50.09422131
A2AUK8,569.8958333,526.7740146,528.2734982,503.6005328
D3Z786,84.42013889,94.83834892,79.05099828,84.12977528
E9PZ00,369.7916667,362.6722002,317.4979826,356.2752494
D6RGM3,58.65972222,62.57660697,57.37893545,54.8489885
Q91WS0,270.3680556,238.8906495,260.9877396,225.5523806
O35857,82.63541667,75.34745596,80.84720056,69.62984991
P58389,318.9722222,310.3996605,291.5412761,294.1732774
F7CTF8,46.01041667,51.28416765,43.31743147,45.48143255
E9Q7A8,93.5625,93.97552847,86.53442039,87.3892377
Q9CR00,95.68055556,94.41246959,89.46625686,87.71850682
A0A1B0GSQ6,81.23263889,77.13393679,76.72091219,72.20660749
Q9Z1Z2,126.3993056,104.9045876,116.861735,105.0126886
P59999,248.25,251.3849534,231.3662374,232.1256801
Q9CZ13,800.7291667,731.2403401,736.8501362,707.7473985
A0A1Y7VJ48,75.88194444,67.15066159,69.7849472,65.82361951
Q80YA7,83.27777778,82.22236515,79.82920179,75.22742527
Q99LX0,532.0486111,485.2314218,491.5350534,469.0121691
Q3UN10,17.22152778,17.25972775,14.93607804,16.76402829
A0A0A6YY91,32.58611111,29.06156298,31.19736427,27.61027454
Q6PF96,314.1215278,282.6179479,262.951346,292.8894299
D3YVI6,73.23263889,74.14171968,70.79389709,66.90205146
Q63810,13.37743056,16.3465761,14.04295378,13.15958851
Q8BFQ8,109.1770833,107.8968047,99.46074262,102.2969734
P47754,172.4618056,172.8129825,166.5174531,156.7834638
P15864,616.3194444,681.9600177,590.7560008,601.8073189
Q8JZK9,27.06736111,30.88344157,26.66432882,26.5119052
A0A2R8VHJ0,47.45833333,67.62631902,45.40726984,55.45919369
Q8BRB6,88.40972222,78.677058,82.14119011,76.64418881
Q9CQ69,393.0208333,409.9060894,359.4304834,380.5928326
P84075,539.3055556,485.8895989,496.2404699,474.3590166
P35908,122.8819444,128.8755099,148.9762031,94.99263603
P45878,129.7430556,147.1496048,122.7163591,130.0341223
P26040,471.9444444,524.7054579,451.1861063,463.5444889
Q9QXL2,331.4305556,335.2444652,314.4485107,307.3077932
Q80SZ7,95.90277778,108.106979,81.06437364,102.2818693
Q9D1X0,75.67708333,75.67930999,66.92097731,72.96785357
P61982,1838.159722,1649.535732,1679.019315,1623.901016
E9PX29,110.6458333,118.3059593,99.48336482,110.2084952
A0A0G2JDL3,85.54861111,89.97668749,79.19578033,82.79759464
Q9D0E1,515.7291667,559.9483552,484.7031505,504.839068
E9PYI8,63.62152778,52.1475412,56.94911374,54.04847179
Q9D6J5,194.5763889,176.9722196,184.9319198,168.6039238
A2AGN7,73.35416667,78.35626577,67.93897609,71.750464
P11983,605.8680556,560.9439172,564.0165662,539.0347253
Q8CFV9,28.92152778,30.90279973,25.41241656,29.22037043
Q91V12,367.6041667,338.4192019,354.7567378,317.6087817
Q99K46,41.66666667,35.25838378,38.25684644,35.44929669
P68254,867.2916667,773.109256,793.7223344,763.4814866
Q9Z130,55.35763889,45.8788187,52.76853211,45.25487122
Q9DCX2,846.9791667,802.6442641,771.281117,777.0751667
Q6ZWZ7,90.35763889,83.40044693,89.74677208,76.5928349
Q6PB66,46.58680556,60.29787602,41.25609705,53.26003835
P12023,59.22222222,58.21272657,54.23897478,55.44711042
P09528,40.95833333,69.71699937,33.50482815,58.78511407
Q6P5F9,106.3055556,107.2939366,98.47893936,100.5992738
P02798,268.8472222,141.6684825,251.6673952,174.8419125
Q7TMF3,49.38541667,49.0823162,45.68778506,46.38465707
P63260,3938.888889,3831.033461,3640.227889,3651.866618
Q8BPW9,88.47916667,93.33394402,82.20905671,86.1537232
Q6PGN3,91.42361111,91.68573571,85.88742561,85.56164291
Q03265,5119.097222,5076.426301,4757.447613,4792.829496
Q9D8W7,213.2708333,251.4347315,186.8276598,231.3402675
A0A0R4IZX5,425.0347222,428.257617,413.5246761,389.6854941
P63038,1721.25,1495.334228,1607.171223,1479.354885
Q8R105,20.76597222,17.61481155,19.06146152,17.81315831
Q61166,89.20138889,91.7521065,80.27712125,87.28955065
Q8BRV5,128.4097222,142.4372777,115.2284126,132.1275491
A2BE93,142.96875,108.3448077,122.1327065,120.9807314
O88543,72.69444444,81.5365335,66.65855985,74.42690856
D3YYG8,136.3645833,126.7295206,123.3362073,124.950086
Q60625,924.4791667,907.4548264,889.7309301,840.5727566
E9Q2A6,382.4652778,370.4873625,355.9376164,352.9221417
Q8C605,573.9930556,623.8855636,495.6070485,596.3698469
P62908,313.96875,337.9822609,286.4512822,314.0744249
Q8BK30,217.7152778,170.7167713,197.238394,180.3971964
F8WIT2,189.7291667,196.2584693,183.3890861,178.1738745
E9QNQ4,124.2430556,115.6843125,102.514739,120.7451076
Q8K400,217.3923611,234.4548674,205.8800724,213.0069244
Q9EPL8,38.24652778,58.73263121,37.89443888,46.91330018
A0A0R4J0Q5,239.4791667,237.2147867,226.7467851,221.9998989
P35802,574.0277778,579.4724335,521.6678171,553.2929853
P03995,1894.270833,1630.896597,1608.347578,1731.955668
Q922D8,224.4548611,266.3847553,212.1328471,234.9924362
Q9QZ05,15.89722222,23.39515555,14.60353178,19.65978421
O88998,81.01736111,86.82960517,79.47629555,77.26345646
D3YVM5,91.37152778,87.85282174,84.87395128,84.24758718
Q91VW3,177.1979167,162.5531623,168.0648113,156.3786742
P63330,618.8541667,638.2659045,584.2408087,590.8115421
P06745,1044.548611,1033.669973,959.0453356,989.2574075
B1AU25,157.1180556,186.5683318,148.7997499,164.5741529
P56564,45.88194444,47.05136958,41.79360041,44.68091584
Q9WTL7,177.5173611,178.614897,164.2326114,169.1627751
Q02053,1088.159722,1068.127483,1044.602477,995.5709172
F6YNQ1,452.8819444,490.0101198,423.7272861,449.286229
Q61081,154.0902778,150.8995552,142.7279528,144.2893614
O88485,279.4305556,291.3125233,256.5764115,273.921715
F8WGT1,126.3472222,114.5338852,123.6981624,108.3960045
E9Q6I5,19.95625,18.18615356,17.05261061,18.83872594
A0A1B0GRM4,182.2118056,201.5238865,173.9330086,181.3064626
P05064,3224.409722,2996.420593,3005.67532,2912.491258
Q64332,968.8194444,941.1933188,906.4261101,897.6360042
M0QW69,12.60902778,14.17071988,11.41063517,13.10370339
Q99KU0,10.00173611,10.65417342,8.704568199,10.27108255
Q5SQB0,290.1493056,273.6800129,260.6167355,271.1455834
P50247,366.9791667,358.1866399,340.6088171,342.8930266
Q9QXV0,150.3090278,151.579856,138.8369353,143.8543636
Q8K1K2,82.66666667,73.62181504,77.58960448,72.40296064
O08553,3686.805556,3486.181823,3375.683941,3409.294951
Q9D0F3,48.41666667,49.57401325,46.73745492,45.46028683
Q9WV18,112.0034722,119.6499681,104.7543363,110.4803688
P63085,297.7604167,254.8804826,279.4384018,254.9298336
P50516,2295.347222,2206.276163,2112.958259,2138.92024
Q9CQI6,332.6944444,291.6554391,314.511853,287.500291
A0A1D5RM97,16.71840278,14.58664359,15.07497831,14.89263168
P97492,67.91319444,68.94267332,63.17926625,65.06841507
Q9D0W5,43.58680556,42.2643753,40.72085592,40.45781258
F7CYX4,61.82291667,67.16172339,62.2562807,58.77303081
A0A0R3P9C8,466.4930556,485.9117225,422.1256346,462.6684518
P62983,304.6527778,374.889959,285.5644922,330.4472574
Q8C163,125.15625,149.9427095,117.8887827,132.9310866
Q3UZP4,45.51736111,51.15308531,39.69788027,48.42068826
P00920,413.4722222,389.049064,351.6574972,400.0468991
Q01768,53.60763889,62.18944395,52.17130615,54.60128144
G3UY65,60.125,60.18172711,56.33379004,56.90314459
Q60605,284.5555556,290.9585457,265.1547478,274.1784845
P62880,409.4097222,421.0840391,376.8631468,399.0802374
P63318,1110.694444,1095.781985,1038.630218,1043.60192
Q8BVQ5,135.0451389,143.8531882,133.9233945,128.2276733
A0A1B0GSG5,316.1909722,324.0222683,289.9170026,308.304663
Q9R0H0,12.28854167,14.75035824,10.87222693,13.55471147
Q9Z0S1,117.7291667,125.8943546,107.7359416,118.1441835
A0A140LHL5,507.9861111,558.4550121,403.7156923,559.8481598
A2AJ20,28.19861111,22.22260467,26.42770066,23.07451664
P63168,271.1527778,255.3948562,235.0762773,259.8930372
P62900,287.8645833,298.7073372,276.2622456,274.8460853
Q9CQA3,261.1006944,248.9347646,244.0120444,240.3483462
A0A0J9YUR5,102.0416667,101.1601681,95.41136971,96.24929619
Q9DCC5,311.625,304.4318191,295.2377428,288.6572642
Q9D7S9,199.8645833,196.1201968,187.1534194,187.1426825
P24369,68.625,74.00344717,65.62246331,67.40350721
S4R2K9,182.9826389,159.7821813,165.3094278,163.4081172
Q9R0Q6,321.3402778,311.0467759,308.9196463,293.0404707
Q9CQV8,773.4375,702.9774391,700.8808461,706.4182388
P17183,1142.326389,969.6774558,1072.020578,977.3855939
P17751,1374.479167,1314.860949,1291.591603,1264.816406
D3YUT3,79.83333333,88.28423197,72.47246397,82.4169716
A0A087WR97,154.9270833,151.2756565,143.0853835,146.1803934
Q8BIZ1,463.5069444,455.2594727,434.3416199,434.7863036
Q9QXT0,80.72222222,88.05746505,75.96985531,80.84312553
Q91WD5,368.4375,373.1477254,335.7314719,358.933569
A0A0R4J0K1,16.58854167,15.59050201,15.69075447,15.05122461
Q3ULQ2,129.4097222,111.6744097,118.3321777,114.1325375
Q8CFX3,50.27430556,59.03683073,42.88308532,55.93044126
P63325,60.75694444,69.77230837,54.08514385,65.12883142
D3Z2V6,23.61770833,29.61133448,24.99164373,24.18225052
Q8CG76,87.65625,93.37819123,81.96021256,86.91799009
E9Q852,26.85659722,29.41388135,24.58761132,27.47947313
P47738,313.9583333,374.613414,307.7659143,326.3691534
Q9WTT4,729.2361111,664.0399004,699.0258261,643.3435634
P62743,122.0659722,119.2296196,119.5944962,110.8851584
P07901,899.3402778,974.8211932,875.2527253,879.5715137
P61759,126.3263889,104.7884387,120.8341925,105.4144574
Q80SW1,305.7534722,314.3929707,283.0850996,298.3661725
P56393,54.9375,52.72275484,51.42477372,50.95213356
A0A0A0MQM0,105.3159722,98.56617578,92.3935689,100.2881296
Q9CQC7,205.3993056,230.2181977,198.4871391,206.6118531
Q9CRB8,21.69166667,23.27071029,20.45317896,21.52544128
D3YUB9,20.65416667,21.86641469,19.82111483,20.0893445
P48774,344.0347222,318.9670254,310.8063374,320.2066851
Q8BGQ7,365.2777778,362.0361466,342.7579256,345.7023872
A0A571BEM2,94.46527778,104.7773769,87.51169921,96.95918844
Q8BL65,113.2604167,98.23432177,108.482474,97.24012443
Q62277,522.6041667,569.6827398,513.4333382,511.122369
P14106,30.68055556,25.66061234,30.13864554,25.27427615
Q924B0,319.7916667,306.6054629,299.8707683,296.8527428
H3BJP2,85.45833333,86.47562754,83.4623263,79.88250547
Q4W8U9,149.0486111,122.9353229,139.3300991,126.5027863
O09111,125.7881944,128.0569366,121.1056588,119.2437612
G3UYQ8,45.08680556,58.25697378,42.20532437,51.07900791
Q9ERS2,152.7743056,165.8827644,138.9590951,156.6112772
A2AP32,30.83368056,35.27940121,31.01321959,30.74286259
P31230,21.71180556,22.95157734,20.55905084,21.35204634
G3UZ28,93.29166667,92.50430897,91.47058335,85.9332035
P63017,2137.083333,2178.842898,1981.885261,2081.041371
Q91YD9,89.09375,105.1811326,79.87444618,97.35793635
Q640R3,54.52430556,56.08332991,52.56493235,52.08494023
H3BIY2,101.8472222,115.8391777,101.587229,101.7804136
P47941,48.85416667,53.90470826,49.70096246,47.16704888
Q6ZWX6,107.3229167,118.3280829,100.6099501,109.3113123
A2AWI7,560.0694444,559.5611921,524.2919918,535.6212012
P29341,203.6909722,193.056078,198.6319212,183.1431198
Q8CAA7,179.5034722,176.8671325,161.6944012,174.4220188
Q6PDS5,102.40625,100.1867296,99.6779157,94.15284867
O08848,48.22569444,48.2001376,47.1537033,44.84101919
P04925,202.8888889,200.4342991,197.0664652,188.1093442
A0A1D5RLD8,2571.631944,2462.633396,2307.916337,2463.68836
Q9D2V7,15.57881944,16.2680373,14.90983629,15.12976587
P20108,160.5034722,145.4405566,152.5912299,143.035722
P26043,70.49652778,77.99675725,66.88930623,71.54202757
P61082,208.4618056,210.0193494,210.3321205,190.5924565
Q8BGD9,210.9965278,187.9787115,205.9117436,182.5812476
E9Q855,140.8715278,145.0755171,131.7923837,137.6586664
A0A0G2JER6,33.5875,37.76941256,31.95294558,34.4131562
A0A338P799,806.9791667,723.9395516,737.7097796,734.8743423
D6REI6,33.49305556,30.66275866,33.15418413,29.1859331
P60670,43.45138889,39.43919139,38.98211401,40.34906314
O70251,106.0277778,98.95333882,100.0489197,96.83835571
Q921J2,151.7916667,179.0352455,139.7689697,163.8491566
Q9JHI5,317.28125,289.3711772,288.1298491,293.3244276
A0A0R4J252,44.69444444,49.78418746,42.68808201,45.43309947
P20029,1028.611111,1071.777877,1001.846529,987.595958
Q9CWJ9,283.6736111,283.0382964,260.5941133,275.214625
A0A087WSF5,43.19444444,43.44301018,40.78736518,41.38520363
Q99N15,47.42708333,48.06518363,44.76706173,45.67778571
A0A1W2P7Y9,752.7777778,741.6384329,725.9462383,702.0380529
P23116,162.0381944,148.8807766,156.5139184,144.3981108
Q9D2N9,46.97222222,41.09182442,43.19662894,42.04676273
Q80VP1,143.3993056,146.0766101,136.0272586,138.2144969
P70333,540.0347222,575.7667302,544.8781892,514.5963095
P62918,39.69791667,39.17094271,37.09949495,37.89313828
G5E8R3,468.1597222,438.3902265,422.5283097,442.489389
Q29ZQ5,306.6666667,355.2773863,259.0919996,343.3763575
Q9D1A2,200.5416667,194.5715448,185.6513056,190.6105813
G3UZ48,120.6597222,131.0768083,117.4227655,119.4431352
Q99LD4,215.0972222,210.0082877,206.7261426,200.2077194
A2RT62,109.0763889,107.0450461,104.2521235,102.2577028
P97807,408.9583333,354.2652316,386.8123883,357.3325357
O55022,200.3159722,226.9162501,199.0029251,201.4130258
Q9DAK9,233.6805556,208.5094137,214.4357866,212.3816151
Q9ER72,65.46527778,57.3775606,60.15241655,58.83948879
Q8BG39,365.3472222,385.1884956,342.7488767,363.5554202
O88935,1543.090278,1521.716623,1459.765001,1463.616425
A1BN54,1021.041667,1067.463775,964.2484405,1006.868776
Q8CJH3,46.07986111,47.79416951,40.87468685,46.99184145
A2A6U3,230.9791667,209.3058634,211.3365459,212.6957802
P16014,48.14930556,49.74381189,42.72156285,48.97651873
Q9CXZ1,382.7430556,318.3918116,358.1455427,329.7524693
P05063,1208.055556,1150.537898,1148.755063,1117.944245
Q8BH44,70.16319444,70.97804466,66.72642643,67.47298602
F6ST32,31.59375,30.95866183,29.2396395,30.30786483
D6RIJ2,80.68055556,74.82755132,75.3771538,74.33024239
Q6PDM2,345.9236111,341.1182814,331.2160817,325.795198
A2AEV7,73.23263889,69.57319596,69.78947164,67.58475628
Q5EBP8,168.6041667,180.9157517,156.8577758,170.8937037
G3X9P1,115.6631944,106.5970432,106.9441647,106.961116
E0CXN5,176.7361111,208.2881777,158.6223071,194.4923322
O88384,35.78125,44.16977049,37.53474598,36.99293458
F6VTS9,19.62743056,19.46157918,20.48032559,17.44371229
Q6NZL0,288.7743056,282.3358721,287.7543206,263.2642699
A0A0G2JGY8,101.1180556,72.06763204,108.3150698,70.70828187
P50153,24.30416667,26.7065056,23.53703658,24.4196868
D6RFB9,129.8333333,94.5064949,115.8935051,107.4867384
P48320,134.6076389,107.8857429,136.1675163,106.8251792
Q9R0P9,802.9166667,718.9617413,746.8943907,727.1108406
Q8VE33,104.0902778,165.3130817,169.2411653,90.17141082
F8WHL1,299.1805556,289.5094498,285.2794526,279.5797067
Q3U4W8,649.1319444,625.0470526,592.1133324,622.6811698
A0A1Y7VM80,19.11597222,18.24422801,16.64812576,18.77740334
Q4VA93,255.6180556,251.467917,249.1246604,238.0887745
P60122,177.1493056,193.3602775,169.1144811,179.0831407
Q3TC33,33.54652778,37.89109237,32.87004936,34.13222014
P28663,858.0208333,779.5251005,821.50239,769.5231223
F6QC68,35.45138889,37.51111951,33.35733145,35.44627588
A0A494BB86,234.5208333,211.2914565,222.6566923,210.5328747
Q80UW2,205.1180556,206.3744862,198.6590677,194.842747
E9Q6U4,136.3159722,114.8325538,124.0058242,121.1378139
O55126,122.2881944,116.3867368,116.7350507,113.2323338
Q3TT92,198.7638889,173.9634099,192.0126669,173.2136917
A2AAW9,112.5520833,118.0902542,104.4376255,112.9876476
Q91V89,107.0243056,113.5881012,104.3788078,104.8676893
A0A0R4J263,13.02430556,13.47216716,12.14087962,12.92305848
Q8VDD5,658.7152778,649.2170873,635.0050142,619.8718092
O35465,91.61805556,90.73995174,88.35324488,86.47090906
Q99M28,66.61111111,70.66278334,67.33722569,63.6818597
Q9WU78,179.9895833,198.4044587,175.6341976,180.883548
P54071,144.5659722,184.3172555,144.7865725,158.1488734
E9QLJ0,94.42708333,76.38726524,91.4072412,78.39928394
J3QP71,231.7256944,238.8464022,218.9647501,227.5672661
P36916,34.00520833,31.80046486,32.99356655,30.8304663
O08539,1088.402778,1035.771715,1024.468724,1018.921839
Q8CDN6,74.67361111,77.04544239,72.65344152,72.01629597
P47753,58.19791667,61.630823,56.74551399,57.02095649
P24472,227.0868056,234.808845,217.2545121,221.7975041
P80316,574.4791667,516.923481,543.7018351,517.6473354
Q91WM2,38.24652778,38.17538064,38.2039105,35.43721342
Q00493,205.8541667,207.2981465,194.7725746,199.120225
P05202,1228.368056,1162.871806,1170.110415,1137.458729
E0CZH6,19.01944444,17.10375636,17.88601227,17.21594263
Q9D8B3,233.1041667,213.1664318,225.7016398,208.8532999
Q9DCZ4,208.7118056,253.8849205,204.2512744,224.4105115
Q6GYP7,48.75347222,56.64748176,48.6377193,50.16974176
P00493,225.0486111,193.5870444,217.8291159,194.2838957
P68510,1078.576389,966.4142245,1013.067137,976.0564339
A0A1D5RMG4,78.08333333,56.45390024,74.9473321,61.27426793
A0A3Q4EBU5,161.84375,173.7808901,157.7717125,160.3329247
Q4KMM3,220.7847222,223.8797858,227.2218512,202.6153112
P62482,227.6076389,258.2598626,212.3228735,240.4389707
Q8CDG3,51.30555556,53.83833745,50.20317519,49.9401596
F8WIR1,215.5798611,207.8014584,200.8307985,205.2615476
P11881,78.52083333,91.79082281,76.95165859,82.14811881
J3QN06,73.33680556,83.33407612,69.93877812,76.57471
Q9D3D9,587.6041667,542.0392996,568.1338057,530.99935
Q8BTZ7,71.375,75.87289149,68.91625491,70.75057332
P17809,110.8923611,116.1433772,103.6413243,111.1509904
P27773,830.3472222,778.3083024,814.670487,750.2805129
Q3UHY7,19.359375,16.04790747,18.34524282,16.63594562
Q9Z2U1,198.3715278,185.7497586,189.8092651,182.4090611
P80318,332.5902778,334.5807571,321.8278708,317.7296145
Q9DB77,719.3055556,728.7514349,702.8715993,685.8464696
P99024,146.1527778,119.0526308,134.6654025,126.9136175
E9Q1K3,542.0833333,506.9623294,521.9845279,496.0786964
Q8K1M3,515.4861111,504.1028539,480.3144447,496.1089047
Q9QYS9,77.67361111,79.11399913,74.23247074,75.46304905
Q9QYB8,422.8125,416.432552,408.4889754,399.1104456
P35762,343.3784722,370.3380281,325.5695819,348.1794577
Q8VCD6,90.40277778,110.7341566,82.37646095,102.0794745
G3UW57,60.82291667,59.92177479,58.39240979,57.70970294
P25444,161.5833333,153.3220896,160.5089982,146.1048729
P30275,711.2152778,710.8313177,675.0915438,686.2995923
P19246,1214.965278,1136.434102,1064.917208,1183.435575
P62874,339.2083333,356.3116647,324.3253612,336.4586847
Q9JII5,33.36770833,32.59525524,34.25407525,30.01696008
A0A0A0MQB7,97.82986111,84.73892483,94.56077518,85.29279012
G3UVV4,2002.395833,1945.272975,1925.465507,1882.634059
Q9D287,31.31354167,26.86026464,28.12074574,28.57723831
Q8BL66,110.4722222,103.2231939,105.0439004,102.1580158
Q6ZPE2,272.8472222,323.0598916,263.8517094,291.445479
Q61171,253.6597222,229.2668829,240.0486358,230.6062088
P16330,2211.284722,2241.563308,1693.271298,2427.136465
Q9R062,33.63993056,34.80816849,34.69339828,31.39838005
P63276,79.07638889,78.21799327,76.89736531,74.70180297
G5E8R0,318.0069444,268.2265452,300.4498965,277.6947164
Q9D2G2,435.4513889,431.7033678,399.6301239,427.8988391
B0V2N1,233.4756944,224.1231455,224.0321218,218.4262715
A0A2R8VI25,67.82291667,77.88613924,64.12939845,71.98004615
Q62348,234.5798611,193.3381539,211.7075498,208.7747587
Q8BV13,11.98819444,12.63921356,12.08432414,11.52864899
P60335,265.1423611,266.4566571,251.8347994,257.228676
Q3UHJ0,361.1458333,350.188958,338.5501973,345.49093
Q8BW96,110.6423611,104.2021633,104.0892437,103.713737
P68368,1696.354167,1772.930118,1555.683107,1725.340077
Q921L6,543.4375,514.0308201,524.8801689,501.7578339
Q4FE56,76.59722222,86.73557986,73.0334944,80.18156643
A0A0A6YY29,81.56944444,84.4181326,77.11001394,80.92468761
Q9D051,372.7083333,329.6637866,339.5003296,343.7086474
Q61361,544.2013889,499.7721589,497.1453578,512.3306961
Q3TXS7,81.51388889,89.82182228,74.98352762,85.6613299
Q99L13,115.3541667,110.6733167,106.6455518,110.74318
A0A0G2JGJ1,305.2534722,317.9769942,268.1725487,317.9712799
Q3UM45,182.875,163.5321317,170.6256437,167.2264309
Q9D1L0,155.84375,157.8408352,149.501038,151.2040133
E9Q175,110.5034722,115.656658,103.2748447,111.3775517
Q9Z268,114.7291667,108.3337459,112.3961137,104.9341473
P46638,158.4409722,191.3857461,151.6320488,173.1623378
Q29SA9,16.73020833,17.49976882,15.95045726,16.65165387
A0A140T8U1,29.40277778,18.68448768,27.99994321,21.82299184
Q8CBG6,71.30555556,71.73577801,70.2373911,67.70558899
P10630,341.4618056,351.4776578,315.2538609,343.2555248
Q99PT1,382.2222222,329.979048,357.6659521,341.8961568
Q9D9V3,6.579166667,5.466078234,6.455922015,5.554679741
E9PVA8,36.375,34.09689471,34.75628799,33.74253464
B1AVY7,83.96875,87.03424848,80.47167212,82.89123999
O35449,50.76041667,56.58664186,46.46146413,54.03940933
P08551,1234.618056,1187.207768,1033.879557,1261.735172
B2RXS8,318.8784722,287.6953145,294.9481787,295.6293116
P99029,646.7013889,692.4687284,639.7104308,639.3258758
P17563,78.23263889,69.96035899,73.26876524,71.54806921
P48678,563.9930556,603.7530862,538.3629971,570.6022712
E9Q401,73.46527778,81.77989312,69.30083223,76.82241706
Q8BH66,185.5069444,190.9543358,176.2495214,183.5328052
A2ABY3,132.1840278,130.6011508,123.9379576,128.5025677
O88844,386.0763889,374.2870909,368.1943217,366.7574871
F8VPN4,49.50347222,56.18841703,49.16707866,50.80109267
A0A0R4J0I9,170.3055556,172.7189573,164.5221755,165.1118584
O54991,128.875,128.7372374,122.5127593,125.0558147
H3BK66,93.69791667,79.64496557,85.22685752,84.84872991
P48036,618.5763889,634.0624204,569.3101599,622.7717943
Q9CZT8,200.3576389,195.2297218,208.6218825,179.2643897
A0A0N4SWH2,159.6736111,136.3809417,154.7312895,138.7159526
Q8C3F2,40.33680556,38.30259135,39.30696874,37.28293309
O88741,207.8958333,207.7406186,202.5636586,198.624811
O55106,289.4722222,251.7278693,285.3699413,251.1024575
Q80TL0,211.6284722,192.5417043,198.3559303,195.7248258
P63044,913.4027778,944.345932,876.3385907,901.5026514
Q99KI0,1284.930556,1285.823722,1251.414584,1229.895753
P09103,435.0694444,419.2920273,423.5598819,406.6020737
Q5SXE4,43.29166667,59.00364533,44.74081998,49.44474548
Q9Z2I9,1194.861111,1050.981691,1138.93703,1071.181986
Q8BFZ9,176.3472222,177.729953,162.6988266,175.7572203
Q91VE0,35.83333333,35.84687159,34.57531043,34.53700972
Q62419,75.625,79.93257239,77.61675111,72.44827291
P70699,23.38819444,24.57821514,21.60193402,23.92276227
Q3UHB8,48.50347222,51.71391862,44.2535379,50.44463617
P53996,155.0347222,144.3177838,149.2702917,143.0175972
Q62420,645.2083333,550.6177262,599.3976793,578.8188956
Q9QXS1,2031.597222,2059.043596,1968.628655,1970.116942
Q9D394,569.6527778,528.2894814,535.2411342,533.1743388
Q9QX11,134.2222222,140.0645214,124.4175482,136.4352352
D3Z3A0,35.26041667,29.52449935,33.13563394,31.04192355
Q8K2B3,1105.9375,1056.457283,1077.676126,1029.132203
Q8CBD0,77.37847222,74.96029294,74.00624879,73.58410039
Q52KF7,457.3958333,477.6374956,447.6344217,449.6789353
Q99KJ8,604.6180556,559.3952652,579.9425915,557.6127547
O88342,933.125,820.0666003,907.0142872,825.8613739
F7BX26,348.5763889,338.2311514,341.5001316,326.5201942
Q6KCD5,15.88958333,15.58718347,16.73589988,14.20932269
E0CY16,239.6875,215.6774606,229.1085423,217.8613786
Q9DBN4,19.34201389,17.1513221,17.91542112,17.80681459
P28184,335.7534722,227.4914638,342.916281,244.2331178
Q9CYT6,220.75,218.7083939,202.7084407,218.6981451
H7BWZ3,103.7222222,108.5052038,97.44736727,104.8676893
A0A0A6YX18,509.9305556,500.26994,495.5165598,484.0256335
P97300,845.8333333,787.213052,820.2355471,777.5887057
G3UZJ5,297.4027778,274.6534514,283.6597033,275.2841038
Q9CWS0,175.3819444,147.5312369,160.8257088,157.6897091
A0A0G2JGY9,189.0729167,195.0969803,183.8415301,185.3996707
P40237,173.4444444,160.0310718,151.871844,169.5494398
O08532,244.3854167,228.7414472,230.1491633,230.1349613
P18760,936.5625,851.9245865,929.1387939,835.1654927
Q9JLJ2,60.21527778,61.71931742,57.15723793,59.73365085
Q9CZ44,133.8645833,133.8975675,131.2585,127.9829871
F2Z488,137.125,147.7192875,134.3984606,137.7009579
Q08509,65.42361111,66.88517837,57.13461574,68.13756593
P35235,46.53125,40.45355852,46.12665565,40.37927131
B9EJA2,121.9131944,124.1853064,115.2872303,120.8296906
P70232,208.9513889,204.5824744,208.0337054,195.0088921
Q9Z0R4,155.2048611,159.8596139,148.75903,153.6116051
P61027,111.875,111.1102579,113.0974018,104.2514425
Q9DCD0,36.14930556,31.89449017,35.44219294,31.93306479
Q91YS4,174.9305556,179.2730742,171.8200956,169.8122509
A0A0R4IZY0,102.9027778,98.07945656,98.74588126,96.86554307
A0A1Y7VNP4,68.38888889,65.43608247,64.19274059,65.52153773
Q3V3V9,34.01423611,31.59748081,34.3803071,30.36223955
P32883,106.2673611,108.5383892,103.5327377,103.6170708
P63011,657.8819444,561.7735522,658.7130746,561.1773197
