Protein IDs,lab2,lab3,non2,non3
Q641P0,287.2361111,290.0017,303.9020434,295.0462938
Q3UVX5,41.46875,44.78425353,44.37117331,44.22477235
Q8VEM8,427.3611111,395.2492033,446.3540055,418.9270103
D3YXK2,47.06597222,57.2226954,47.26228983,56.53762564
Q3TYX3,73.95138889,71.39286218,75.70743785,75.55367359
O08599,1565.868056,1503.132798,1568.39678,1617.980213
Q3TQZ7,68.12847222,62.9139919,69.69445842,67.79017189
Q3UNH4,557.9513889,513.1016289,603.6958963,531.845179
Q9Z0F7,79.05555556,74.4680428,87.95961867,74.93742677
A0A286YCW7,76.59027778,70.33092932,79.00575388,75.55971522
P51660,76.40972222,79.92151058,81.29059559,80.26614934
Q9D7A8,44.6875,47.91640241,46.31215765,48.55964587
P14152,892.7083333,857.7320319,925.0667988,904.1307626
Q9Z2I0,329.0729167,296.0303814,346.9747028,315.947332
F7CDH3,72.92361111,68.59975749,78.06014614,71.24900825
Q8JZS0,68.75694444,72.9193907,72.38197519,73.49649668
Q9R1T4,261.1979167,242.8286505,279.1262155,253.7396314
D3Z5R4,182.7847222,159.7158104,187.3615435,176.1106559
E9PUC5,197.7118056,191.8614036,202.7989295,203.1922874
A0A1L1SS82,51.36458333,75.74568079,58.81770705,66.00486858
P22892,40.11805556,47.20900025,40.37654611,47.28788159
P01837,73.35763889,69.61191227,65.95727181,80.56823111
Q9D023,59.85416667,54.87648745,64.42348698,57.38949626
Q8BH80,221.3402778,193.4266484,236.1530938,207.2734123
P13595,1378.923611,1191.466561,1429.134548,1310.400547
P60487,146.2048611,145.2912223,154.0435748,149.998707
Q8BNW9,17.41527778,15.16794122,19.22977066,15.84962675
J3QQ30,104.4930556,111.7297187,115.3686702,108.9699599
Q9WTP7,198.25,215.152025,202.6858185,219.7644938
Q922B1,176.4166667,162.7246203,179.8147794,176.7722151
Q9QUJ7,29.40798611,23.74913317,30.04001276,27.16530809
S4R215,95.67013889,104.661228,100.5420835,104.8495644
Q61301,543.4722222,530.2363583,575.0561974,550.1211266
Q8C3Q5,172.125,170.3738555,180.8056314,176.8265898
Q9DC28,94.89930556,92.17245494,92.64693748,101.0584381
Q9R1T2,33.30451389,43.51878351,36.77780734,40.10739771
Q80UG2,137.6111111,122.1554659,142.2257402,133.686291
B9EHX4,44.59375,38.38832032,43.69657946,44.12508537
Q32PJ2,41.94097222,45.68800265,44.50373937,45.66268162
P31650,355,369.4364913,379.7180678,372.9501636
A0A087WNP6,32.36041667,22.89571524,33.73828921,27.3655883
D3Z0L4,189.0972222,160.5565073,191.8000182,181.4877116
Q9CX86,182.2604167,178.9246275,192.7999193,185.8467517
E0CXJ3,22.73888889,23.88408714,23.72887281,24.4628845
Q6PHZ2,239.4409722,199.3004646,239.0713569,229.8419419
O70310,109.7291667,115.1312224,120.0243179,114.4013903
H6TMF5,86.15625,97.13920349,89.10882619,97.8050174
Q0VGU4,238.1180556,294.3489876,265.6795827,274.7282733
P63321,360.1736111,342.0917199,366.5655236,370.0199703
P49442,21.78854167,22.12028301,22.66472475,23.02104817
Q61699,680.4861111,611.0538747,726.1724602,653.1914294
Q8C0M9,260.9236111,243.2102827,277.4159776,257.1803428
Q8K3H0,29.05972222,27.10638971,30.49426645,28.92795526
A0A494BAJ6,66.85069444,60.07664,71.08798564,64.40081434
Q5XJY5,99.62847222,101.5030839,106.8401026,103.4448842
Q8QZT1,443.3333333,404.6683268,453.8917208,443.184177
P47915,168.7881944,136.0214332,177.1815558,153.6992089
E9Q1R5,84.71180556,86.42031854,91.97279607,87.30465473
E9Q8N5,232.09375,245.8651148,246.4416681,249.1087177
V9GXE4,31.62152778,36.34797116,34.39433286,35.3314848
Q8BYI9,1101.666667,1048.492786,1234.357449,1060.790373
A0A0U1RPY2,127.6840278,143.5102723,131.9009702,145.2318566
Q9WTX5,341.4722222,327.8275278,354.9467644,349.3575767
Q80Y24,135.3888889,135.8167899,149.8267976,136.405027
Q9CQ75,357.2222222,308.1209297,363.4119896,347.4544615
Q9WUM4,282.8020833,240.6052286,301.1149891,263.9802036
G3X9K4,54.5625,44.43082899,56.79980726,50.46880272
A0A1B0GR44,92.65972222,83.63827564,94.24406446,92.72098107
A0A0A6YY34,25.88854167,26.72752303,29.63462303,25.96694967
P56375,140.09375,151.5522015,149.3200605,152.6268185
P05132,353.6111111,344.138153,381.1975594,356.5773312
A0A1D5RM55,39.41319444,61.97926973,46.38002423,53.06368519
Q9JK48,95.04166667,88.35060278,99.37477829,95.14367691
Q9CX34,74.38194444,77.56534701,80.52596539,78.30261777
Q02566,12.32118056,10.99708924,12.42003751,12.34185314
Q8BH95,286.4826389,278.7518486,306.8610266,290.4757964
P61021,23.15034722,21.69882839,23.43342694,23.83183566
D3Z4T6,42.05902778,32.2921619,40.7710772,39.74187877
P47857,408.5069444,367.4343054,414.0902309,410.2270551
P97379,137.3958333,128.2339255,146.4968105,136.30534
P10639,177.7569444,168.5044111,183.7736634,182.0435421
P26638,128.9791667,136.0933349,143.3839964,134.7254523
P17665,99.45138889,87.46012781,96.64654157,101.4028114
Q8R361,83.78819444,90.69017364,88.31704936,92.31014987
Q5SYD0,49.29861111,54.37262243,46.40264642,58.71261444
G3UYU4,308.78125,306.826699,306.3407161,334.7066104
Q9Z0P4,433.75,431.7476151,463.3930428,448.7424818
Q9DB20,311.5104167,363.8834673,306.2592762,376.5449367
P59017,21.71041667,22.07216417,22.56518709,23.20713054
Q5SQX6,540.9722222,528.2784195,588.7652476,545.952398
Q8C878,95.03472222,114.7606521,108.4508029,107.4414261
P70349,216.25,177.6303968,220.5664014,205.5545669
A2BI12,199.5798611,174.5718089,204.423203,196.4165931
Q3UV17,144.3368056,141.0324289,113.9525208,174.6818091
Q9Z1W9,70.50347222,81.85179482,70.87986143,83.95456785
P62761,286.0868056,281.7219421,295.3780004,301.5259479
D3YYN7,1232.5,1245.005677,1355.929125,1264.786198
Q7TSH8,22.56006944,28.99242674,22.06433169,29.22127667
Q9CQ54,228.7291667,222.1154286,231.7824857,242.3209402
O08547,212.0902778,208.5094137,217.5576496,224.6823851
P14115,24.51597222,29.71697469,26.92267429,28.60110278
Q61016,26.52569444,23.24582124,27.69001915,25.88448135
Q9CYG7,79.46180556,71.6915308,86.82398448,76.36325276
P21278,152.2152778,126.2151468,158.2513031,144.2833198
F6YP92,50.11805556,48.31905196,57.67754843,48.37235517
Q9Z0H4,130.4479167,126.928633,142.5153042,131.8586963
Q80VM5,498.8541667,480.5909963,527.2781216,512.8442352
Q9JL56,61.23958333,53.65858319,61.49617494,61.50082926
Q08642,42.65625,40.64658694,46.90485916,42.34582369
Q99JR1,233.8993056,235.361935,243.6862848,249.8125683
Q9D2M8,43.59722222,59.36868474,48.87751457,54.77950969
P60041,44.78125,43.77154566,52.68256777,42.94394561
Q9D892,123.6493056,145.2027278,131.4440019,144.6579013
D3Z637,39.14236111,29.57593672,45.62896735,31.98743951
P08228,536.7361111,511.5916931,560.6232371,554.3502715
E9PYF1,84.375,80.20911741,90.08158056,85.70966298
Q99K85,184.8368056,172.6470556,179.2220779,197.7850236
Q78YZ6,64.15625,55.49152358,66.04323615,63.09280023
E9Q0X0,77.88194444,67.81990054,75.99700196,79.72240213
A0A087WQU5,54.82291667,60.69610085,64.15654508,57.8214732
P70168,340.1527778,315.703794,352.1597099,348.058625
Q9CQQ7,575.5555556,514.7940844,612.1565973,564.9835501
Q8VE47,49.41319444,59.04236162,57.20700677,55.52263086
O88507,63.07638889,57.67622922,65.75367205,63.70300542
O55135,60.03472222,64.28565519,66.27398253,64.59112586
A0A0J9YTY0,203.25,174.2399549,207.1333421,200.6517797
Q8BG51,13.47777778,13.4201767,14.51259055,14.0748963
O55131,1181.354167,1090.195775,1245.940013,1193.676147
D3Z7E5,74.72569444,81.72458412,78.90621624,84.14790018
P24288,215.7083333,211.2140239,220.7021346,230.9324571
Q9D2N4,30.36319444,40.13719101,31.37879427,39.41563045
Q14BB9,27.83263889,26.33316983,28.73697433,29.03217347
P12961,88.28125,78.51113098,95.14442781,86.0359113
A0A1L1SQA8,151.6145833,145.2359132,169.2140187,150.9804729
Q3TFP0,44.13888889,41.40929811,47.67401379,44.43018796
Q9R0N7,89.55902778,89.22448504,102.4242502,89.9146413
P62631,341.1840278,338.192435,353.4129795,366.2439481
A2AEG6,75.70833333,87.94684705,84.92824454,85.75195443
A2AFG7,106.2048611,101.4201204,122.9154344,102.8376998
O88441,27.38923611,22.58653791,29.06454371,25.84188781
D3Z5I6,28.86145833,29.51896845,31.98868865,30.23234438
Q6PER3,459.3055556,463.5945394,494.2949612,486.8047858
P14094,765.5208333,791.1953003,801.5043696,839.0019313
F7BHM8,39.44791667,30.77005812,40.7823883,36.76335242
Z4YL78,89.87152778,82.30532865,99.10783639,88.01454698
P15209,189.9340278,189.665636,205.1742599,199.7394927
Q9CZ30,203.8680556,203.5924432,211.8523319,220.0665756
F6QH34,88.60763889,120.0094766,98.32963288,113.0782721
B2RQS1,40.59375,44.51655794,45.31225663,44.46945859
P56812,99.97222222,80.86729455,105.0936692,94.24649403
Q3UHD6,77.09027778,72.55435127,81.43990207,79.41427872
D6RI64,124.9270833,172.6691792,136.9457197,163.1875975
Q9DC70,240.1805556,225.9649353,255.6669992,246.2812322
H3BLI9,56.07638889,43.5691147,58.26120106,52.17254394
Q80WJ7,130.5694444,124.3457025,138.9998151,134.9822219
Q60931,195.8229167,202.3756451,201.6859175,217.955024
Q9QZQ8,34.71805556,31.81705757,37.99171432,34.36784392
P60766,151.4861111,128.8478554,164.2190381,144.1594663
Q8BP67,163.5868056,122.4541346,188.7414975,136.7161712
P16125,498.2638889,525.0539046,525.3326127,553.8367325
Q8CGY8,207.7673611,181.6292379,221.602498,203.678639
B8JKK2,57.32986111,55.53023988,64.45515805,57.71876539
Q8K0B2,17.55277778,18.41347356,19.08679839,19.07525597
Q8CHP8,113.2638889,119.0305072,119.6895094,125.6267492
G3UXK7,38.125,34.02388681,40.89504683,37.73907657
P34152,44.07638889,45.07351961,47.26228983,47.59902582
Q62426,72.49652778,82.26108145,78.55330999,83.34134184
Q8BHZ0,29.29756944,28.22916248,32.30132738,29.8888774
D3YVF0,474.4444444,435.9234449,511.7140513,477.1985853
P40201,22.91597222,23.09040293,24.42608885,24.65802932
E0CXB2,60.03472222,60.66844635,66.67213317,62.95686343
Q9QYG0,300.0486111,286.1853786,320.6605656,311.4765217
Q80UU9,23.74270833,20.80061017,27.32037249,22.08368841
A2AGI3,80.27083333,80.07637579,90.45258457,82.76134482
Q9D0R8,68.04513889,62.33324735,75.10116303,67.47902765
A2AWI9,13.82569444,12.86929902,15.17315864,13.9090534
A0A0G2JFG4,35.72569444,38.67039623,40.02952165,39.13167357
Q8BKE0,107.1076389,97.94118404,110.3782139,111.3896349
Q8BZA9,24.54131944,21.76685848,26.59374758,24.19614629
Q80U23,22.06319444,23.43387184,24.7667791,23.85177306
E9PV24,68.23958333,61.75803371,57.98068584,78.82219843
Q8C2Q8,390.625,451.2882861,416.4519881,462.2153291
Q9JK42,71.68402778,96.34828473,82.99178465,89.80589186
F8WHM5,86.89236111,87.15592829,98.27081517,90.01734914
A0A3B2WBC6,99.07291667,98.38365608,103.8811195,107.4172596
Q3UPL0,106.7743056,112.0394491,117.4499121,116.2712765
P61264,978.7152778,974.8211932,1025.916544,1063.599733
Q7TQD2,916.4583333,832.6770533,945.5172631,950.8326059
Q99PL6,171.9409722,149.8763387,185.8684787,168.6099655
P27661,76.18055556,166.5188179,89.34409701,139.2445957
P62082,37.31597222,35.6577148,42.37272861,37.44907807
P61294,111.5763889,121.9065754,116.8934061,129.0886063
D3YVB4,101.1736111,104.052829,115.1741193,106.5170559
Q3U556,43.27083333,34.76889911,47.19894769,40.21010552
Q3UND0,41.89583333,40.90211454,44.43270569,44.79872774
A0A286YE75,21.20277778,23.87579079,23.1836779,24.40518687
Q3B7Z2,68.30555556,82.30532865,73.95195552,82.87311508
Q8BGC9,89.83680556,86.13824262,95.64211611,94.81440779
Q7TPM6,40.85416667,35.94919325,42.45688317,41.63895233
Q921M7,633.8541667,675.2676282,670.5218604,719.7400452
Q8CGP1,577.2222222,730.6319411,691.1080578,682.0402392
Q3UZI5,129.6597222,104.329374,171.3721761,101.0221884
A0A087WSB5,115.3020833,111.160036,125.1595562,120.7994823
P62274,81.97916667,59.68394607,90.50687783,71.49973613
Q80T41,47.02430556,46.10116091,51.19855177,49.90995143
P46096,409.0625,403.8608152,434.9433704,443.2143852
P48758,242.1944444,245.4558283,254.8073558,268.9736155
Q9Z1Q9,77.67708333,69.87186458,83.43065524,78.98834341
Q8VBY2,24.71111111,24.38186817,27.00456665,26.322802
Q921I1,165.7673611,161.6682184,161.1062241,188.8343405
P34884,94.53125,91.23773278,101.5374601,100.6264612
A0A2I3BQ74,53.47222222,54.31344179,59.66830159,57.34116317
A0A1B0GRZ3,26.30833333,26.02343941,27.51356603,28.95967385
Q91VA6,53.58333333,74.82755132,66.56807107,67.16184179
Q80X80,119.5694444,123.2339915,129.2134535,132.526297
P43024,32.39131944,45.89707068,32.87412135,46.10674184
A0A1L1SSY1,57.44444444,43.5691147,62.12507196,52.81295731
Q9D823,101.6631944,102.8360309,114.1968405,108.818919
A0A494BBP6,23.33923611,28.57539684,29.09757213,26.53879048
D3Z1R9,10.65729167,10.80903863,11.90334658,11.47729509
D3YZU4,204.90625,203.0559458,216.0419624,226.724458
Q6DG52,14.84618056,16.56449356,17.07251813,16.7969552
Q9DBJ1,800.5902778,938.9809587,903.2137584,950.2586499
Q9WV69,272.6145833,240.4558943,299.3549822,273.4806756
Q91XV3,1082.604167,956.0714408,1152.691325,1111.540112
A0A0N4SVQ1,187.7222222,196.7673122,187.8592319,222.7158328
Q99KX1,142.8194444,163.9469492,160.6673534,167.6010123
Q922D4,49.375,41.63440575,52.71423883,49.33599604
D3Z0S6,62.04166667,60.73481714,67.82134067,66.87788492
H7BX88,45.73958333,39.57580463,50.39320163,45.39987047
A0A3Q4EC97,129.6180556,167.287613,158.9706888,156.6354438
Q64516,108.0138889,116.5637256,121.3590274,122.1044756
Q9ESW4,34.72222222,33.23186188,35.84124846,38.3885524
P43006,1449.270833,1384.052513,1601.560918,1529.772334
F7APP3,33.73159722,33.91492807,37.74332262,36.49449965
P03899,26.60555556,30.36464312,31.58058425,30.14111568
F2Z3Z1,300.25,261.8881333,311.4985766,313.2588041
Q60864,558.7847222,533.5327748,619.5314328,589.4823823
A0A1D5RM94,103.3194444,101.1546372,108.4055585,114.8635754
Q8R071,295.4270833,283.7462516,335.6364586,307.8213321
Q9D898,151.34375,199.8590855,170.9061589,196.8546117
O54734,31.92951389,35.55539314,39.27303544,34.76055024
Q9Z0H8,181.3541667,170.0530632,195.7634268,193.4622333
Q6ZWN5,85.17013889,88.46675167,96.07193782,94.17701523
P26039,33.00520833,29.67604602,36.58959067,33.67305583
P26339,60.02777778,73.21252842,72.55842831,70.87744766
D3Z7C0,12.57777778,11.89696673,12.07165571,14.51593569
F7CZ64,165.75,150.9493333,189.0401105,167.2596599
A2AQE4,71.47569444,58.51692609,76.03772191,71.13723799
Q9DBT5,40.88194444,44.91035804,47.75997813,45.94965931
Q9DB41,36.01388889,33.87068088,41.72437649,36.69387362
Q8C845,197.1493056,211.1531841,217.0961567,226.7425829
Q6PDY2,46.71527778,52.97717626,48.5336572,57.77314011
Q9D415,102.0590278,89.49549916,115.4772567,101.7018724
Q9CZD3,43.38194444,36.14443402,47.29848535,43.12519468
Q8CIP4,35.37152778,78.46135288,45.21407629,65.51247527
G3UWN9,48.83680556,49.96283555,55.56915984,53.60743239
Q8BTG7,35.15972222,27.42662884,37.45194875,34.24096958
E9Q704,14.14270833,14.83774647,15.154156,16.41935298
B1AXY0,92.14930556,86.92363047,94.27121109,103.3240515
Q8CEF1,78.59375,79.54540936,81.64802626,91.17734314
S4R1E5,21.81111111,20.971515,23.23887606,24.13995907
Q9D0J8,257.5173611,278.8679974,298.7532319,291.0708975
Q9CR86,70.34375,64.68388002,67.40056784,80.85218798
Q99L04,86.14583333,81.6471515,99.48788925,89.44037298
A0A1D5RLG0,74.96180556,63.04120261,81.99640807,75.24252936
Q91ZZ3,658.75,542.7970331,721.2860661,652.9497639
Q9D2H5,60.15625,60.1264181,75.40882488,60.84833262
Q8C3W1,21.95034722,18.76634501,26.37612206,20.73579951
Q8K1M6,56.20486111,52.40804662,62.74492011,59.46479807
E9PWK7,17.88263889,19.57109101,20.09212872,20.92882977
Q6A0A9,66.34375,59.02023802,76.20512615,66.90809309
Q8CGF6,70.57291667,63.61088535,75.99700196,75.41773679
Q91ZJ5,200.7708333,179.7155463,226.0771682,207.1465378
Q60634,244.4444444,243.1162574,254.7032937,283.5822902
Q99L47,118.6597222,105.9554587,129.435151,125.3005009
Q00612,166.5,179.5496192,161.486277,211.4602657
Q91X97,62.46875,67.01791999,68.9388771,73.56899631
A0A0J9YVF0,127.8229167,136.8565992,149.1436073,145.026441
Q61282,79.13194444,77.288802,88.90522643,86.74580348
Q9WVA3,70.9375,68.31215068,81.79280831,75.74398511
A2AKJ9,96.96875,81.28764298,108.4598518,97.11929171
A2AS47,87.39930556,79.16930813,105.3832333,86.72767857
Q9CR95,53.59375,57.77025454,60.64558041,62.53999058
Q66JT0,23.00486111,27.95925455,26.71500254,28.68598775
Q3UHG5,10.05208333,9.208396054,11.35996145,10.57890388
P52196,39.36805556,49.48496575,48.07216442,48.8194362
B2RWC4,52.81944444,64.22481528,63.29237723,64.76029165
Q99LP6,123.3368056,103.0738596,141.7009052,121.5244786
D3Z396,148.65625,139.7326674,163.9837672,162.2481232
Q8BVA5,46.375,56.09992262,56.51024317,56.11773197
Q8CCT4,132.03125,116.9398269,151.2565203,135.3537824
E9PY16,85.37152778,83.68252284,96.23934206,94.42170147
Q3UA72,62.84375,84.69467762,76.47659248,82.42905487
Q3UHK1,27.36736111,21.47538001,31.38377115,26.08596989
P70451,44.57986111,65.7789983,62.88517772,56.90918622
A2AST1,128.5590278,136.0601495,149.8675176,146.5489332
F7BNZ5,229.8541667,251.8384872,238.5374732,288.2887244
P54227,905.3125,859.5572291,992.0737405,1006.325028
P42859,22.70520833,17.84655627,24.77220843,22.72077888
Q9CZC8,12.35659722,12.75868101,14.07869685,14.27698901
F6WMY5,45.22222222,41.6316403,54.40185458,46.68975967
Q9JKC6,342.4270833,299.5756885,401.3856062,349.7200749
Q923T9,206.4895833,180.617083,232.7371424,217.2119028
Q6GT24,376.2152778,336.9535133,417.8952841,406.0885346
Q9EQH3,128.4409722,106.9288972,144.6010705,131.6351558
A0A0R4J1N9,78.14583333,72.8419581,88.57041794,85.78820424
Q8C8N2,61.76041667,76.30430174,74.82517225,78.36605495
P29387,79.99305556,77.84189205,87.30357502,92.5608777
P56376,112.6631944,103.4776153,94.87296148,144.8361295
Q8CGP6,181.3645833,281.3292481,196.0213199,289.140595
P29595,178.8263889,180.1027092,199.6046756,209.714233
Q64523,123.7777778,248.2378712,144.2617377,232.8114057
P28661,158.3680556,169.3340463,169.1461522,198.7486645
P09690,22.38888889,21.59540056,26.44534598,24.69790412
Q80TJ1,82.12152778,76.95694798,101.0669185,86.21716036
E9Q9E0,44.23263889,51.68183939,55.56463541,53.4896205
E9Q0I8,30.44930556,31.73796569,35.50915464,35.8238781
Q8CD54,126.4340278,103.4001827,131.5706862,138.4984537
P41105,39.97222222,38.19418571,48.54723051,43.47560954
F6RN94,113.3229167,91.84060092,129.5346887,116.5703374
O08599,71.47916667,64.01464107,81.63445296,78.28449287
Q9DCJ5,169.9826389,125.7339585,190.6281886,169.2836078
Q8CCN5,14.54409722,13.49982166,16.38661318,16.54652941
F6UK66,44.25694444,45.74718327,49.43854499,54.28409557
A2AUE1,49.9375,43.87497349,59.05750232,53.27514243
E9PUL5,194.4201389,221.6674257,225.6156753,249.5920486
P28658,45.88541667,35.82530107,55.09861819,45.53882809
Q9DCB4,53.31944444,51.98493274,65.16549498,60.03271182
Q5U458,92.05902778,98.46661958,112.5544691,110.4803688
Q99MD8,29.30069444,26.03781976,34.22511885,32.47681199
D3Z1B6,12.45451389,11.37540282,12.52002761,15.46477456
A0A286,65.87152778,56.92955767,81.78375944,68.99245736
Q9ER00,38.11111111,39.16375254,45.93210477,45.90736786
A0A0N4SV74,64.17708333,69.78337018,79.71609081,78.72855308
F6QA74,105.5173611,85.45241097,117.5042054,116.479713
E9Q3T7,34.80208333,35.08416042,38.85271506,43.68404598
Q9CY64,18.20868056,16.73263294,22.28467187,20.33856198
F6V035,46.49305556,48.40090929,55.97635935,56.97866504
Q8K310,128.3159722,141.8565331,164.300478,157.6957508
F6QK86,29.61388889,40.47568211,35.95571677,43.81092032
Q8C115,18.27465278,16.36372189,22.25435812,20.36212435
A0A1Y7VLV0,35,52.3472067,40.30867953,56.88199886
D3YUW2,97.39236111,91.87378631,119.8885847,111.8216119
P27046,24.19513889,18.88470629,28.3130344,25.71018015
P06837,233.0625,198.2551244,276.5518097,258.0442968
P03911,9.690972222,7.517046715,11.74996809,10.02730255
P56379,25.50555556,60.0545164,38.59436959,52.68910378
P04264,450.7291667,474.8388599,396.7752029,665.0028269
E9Q7F8,61.94444444,66.35974283,78.04657282,77.04897839
F8WI64,19.43402778,28.4835839,21.43633956,32.47379118
F6X7Q6,33.515625,34.80816849,40.02454476,43.17352777
Q5DTT2,78.0625,87.16699009,104.5190654,97.95907907
A0A0N4SW58,39.96180556,35.75782409,50.33438392,45.24580876
P62141,49.49305556,62.8365593,66.41876458,68.14360757
G3UZJ8,42.15972222,99.22988384,68.20139355,87.21705105
D3Z4A2,15.62256944,10.03526566,18.02672232,15.95626162
Q5I012,42.76736111,41.88219009,53.8589219,52.51389635
Q811P8,32.79479167,22.54671543,40.33944571,33.27128707
Q8R404,71.02777778,66.40399004,89.06358179,85.17195742
A0A0G2JDP9,36.24305556,29.67936457,46.52028184,39.98354418
Q6V5K9,31.49791667,30.77614211,44.70824402,37.58199405
A0A0R4J239,20.82743056,19.21268867,27.99179922,25.05043355
O35136,41.02777778,69.13625483,66.89383068,67.85965069
A0A0A0MQP0,34.721875,33.1422613,47.30300978,43.96498202
Q8VGY4,2.781631944,3.283861486,3.842922757,4.044270849
P02089,67.34027778,67.91392585,70.5857729,103.713737
E9Q9F6,120.7569444,93.68792164,159.6222081,142.3590588
P62897,58.05902778,49.88208441,79.17315814,71.54202757
E9Q9C5,44.95833333,38.57084002,67.01599053,51.77681682
P35527,320.7638889,345.4545073,244.6047459,606.0062556
P07724,902.6041667,984.3896508,1029.264629,1510.10681
Q9Z0P5,29.56909722,24.01461639,33.60165115,42.54217685
Q91VL9,44.25694444,28.28889621,58.02140579,51.95504506
Q80XH4,16.36041667,20.17893698,24.26185171,26.74692482
Q8K0E8,7.905555556,9.269789047,7.466681688,15.42369144
A0A0R4J0X5,77.88541667,105.2475035,99.56028028,151.7024483
P02088,354.2013889,353.2530768,361.3533699,676.3308936
P52825,36.71527778,33.52444652,50.02672207,63.77852587
Q91VB8,307.2847222,310.8919107,332.2205071,691.2235253
Q8C7E9,10.93472222,13.33831937,20.29301382,27.18011009
