,pvalue,FoldChange,log(pvalue),log2FC,sig,size
AGAP2,0.8682621681751467,1.0112939791295148,0.061349121597055176,-0.016202443908563884,normal,0.10112939791295147
MAP2K1,0.12726191189967836,1.0326989492889993,0.8953015564947098,-0.046419743391325645,normal,0.10326989492889993
XPO7,0.6201834112068924,1.0192652118628227,0.20747985454122692,-0.027529488261624293,normal,0.10192652118628227
FDPS,0.21855613278684582,1.0351081619238907,0.660437002497976,-0.049781527645480265,normal,0.10351081619238907
SCN2A,0.12004787755180302,1.0270876396290722,0.9206455138717473,-0.0385592896052386,normal,0.10270876396290722
PRPS1L1,0.36313804089844637,1.0227824581886087,0.4399282537394982,-0.032499322143777085,normal,0.10227824581886087
HIBCH,0.5220290548775197,1.0471350559278032,0.2823053245421467,-0.06644752818233324,normal,0.10471350559278032
WASF1,0.47293268109864006,1.0236365263109477,0.32520067386701595,-0.03370353293887971,normal,0.10236365263109477
LSM14A,0.7599424632739897,1.0182880513493506,0.1192192877567479,-0.02614572592228481,normal,0.10182880513493506
TPM3,0.582912356473033,1.021740946434331,0.2343967384853652,-0.03102945980862161,normal,0.1021740946434331
PGK1,0.5865096882164076,1.020648369363286,0.23172480962829142,-0.02948591895639171,normal,0.10206483693632859
GLUD1,0.43592182514545086,1.0365368108652901,0.3605913867681552,-0.051771352250312125,normal,0.10365368108652902
OAT,0.5709708387199746,1.0210803956704582,0.24338607197552647,-0.030096462561269466,normal,0.10210803956704581
LSM4,0.9830219194485846,0.9973572690116409,0.007436798150129993,0.0038177016954485782,normal,0.09973572690116408
AMPH,0.8767210608160881,1.0102850919559858,0.057138560587957986,-0.014762463980277302,normal,0.10102850919559858
GLUL,0.9182097915280916,1.0083475603916932,0.03705808035245689,-0.01199299719838291,normal,0.10083475603916932
TPP2,0.2270409656590383,1.0302674636563107,0.6438957747253086,-0.043018918378733756,normal,0.10302674636563107
FREM2,0.5110501677161053,1.0363698996546509,0.2915364648499427,-0.05153901957932755,normal,0.10363698996546508
C14orf166,0.2222322043783644,1.0312816271900356,0.6531930058345006,-0.0444383643917161,normal,0.10312816271900356
RAB18,0.4233266672452649,1.0341499624540802,0.3733243725071494,-0.04844540654410587,normal,0.10341499624540802
GFM1,0.4804819113086405,1.0312500484638722,0.31832295756195894,-0.04439418715829491,normal,0.10312500484638723
SURF4,0.502400237391229,1.0191929331848864,0.29895016406051705,-0.02742717947444824,normal,0.10191929331848863
PRKAR2B,0.016048265150184992,1.0260775719466695,1.7945719088307028,-0.037139803491107945,normal,0.10260775719466694
EHD3,0.32111943515476593,1.0217798386923176,0.4933334087747014,-0.031084374510876055,normal,0.10217798386923176
TXN2,0.9892119085048268,0.998473738414707,0.004710664079034062,0.002203612092542683,normal,0.0998473738414707
PPP2CB,0.20734707281424558,1.0228433078311108,0.6833020913324881,-0.03258515160384917,normal,0.10228433078311108
PYGB,0.4282800055182492,1.035320129474832,0.3682722004009709,-0.05007692984502639,normal,0.1035320129474832
PRAF2,0.43745050379378103,1.03433003488149,0.35907107897375934,-0.04869659543548091,normal,0.10343300348814899
DCLK1,0.21062262815618366,1.0304786068651175,0.6764949723933993,-0.043314554280397065,normal,0.10304786068651176
ADRBK1,0.858564884568082,1.0103408651424841,0.06622687820246866,-0.014842106330028809,normal,0.10103408651424842
RPL7,0.9750338196396285,1.0027319117607971,0.010980320272599502,-0.003935941671379172,normal,0.10027319117607972
NSF,0.9357911927417144,1.0058320155678628,0.028821046514722753,-0.008389380149823574,normal,0.10058320155678628
MADD,0.1547304946017984,1.0293453029782635,0.8104240862220183,-0.041727028225814,normal,0.10293453029782636
DBNL,0.2588415282792319,1.0231022050814909,0.5869660446353432,-0.03295027352802501,normal,0.10231022050814909
