,pvalue,FoldChange,log(pvalue),log2FC,sig,size
C11orf68,0.0882517993320396,1.0713992745488137,1.0542764311864898,-0.09949622431263612,normal,0.10713992745488136
NUDT9,0.43892586165157943,1.1159069031264661,0.35760882963193846,-0.15821667232823217,normal,0.11159069031264661
PDHX,0.45497723351206465,1.0681868962571985,0.3420103343482811,-0.0951640915138976,normal,0.10681868962571986
TCEB1,0.15166544785430142,1.0682763965043414,0.8191133481215274,-0.09528496563630756,normal,0.10682763965043414
FXYD6,0.39164181983415447,1.0625713953813651,0.40711094007245013,-0.08755978082884061,normal,0.10625713953813651
EPB41L1,0.3220574193146394,1.062794309251591,0.4920666914458369,-0.08786240802904285,normal,0.1062794309251591
MPC1,0.2997494262865028,1.0985270133015361,0.5232416394579527,-0.1355703467543536,normal,0.10985270133015361
PSAP,0.2749996488474754,1.0871074006040948,0.5606678607286505,-0.12049447823524555,normal,0.10871074006040948
EML2,0.19308996347079982,1.080268839737571,0.7142402996153715,-0.11139039154690733,normal,0.1080268839737571
CISD1,0.679003230608288,1.0466941655116822,0.1681281593984159,-0.06583996150994074,normal,0.10466941655116821
TIMM44,0.6312087315666594,1.0498801785828094,0.19982700212279583,-0.07022468443571514,normal,0.10498801785828094
PTPRA,0.039696581263742765,1.0745368696019284,1.4012468937966795,-0.10371498549188907,down,0.10745368696019283
MFF,0.27460616508371277,1.0956737497574185,0.5612897168014438,-0.1318182821712425,normal,0.10956737497574184
ECI2,0.0048275079855975055,1.0782778521070528,2.3162769991439975,-0.10872898162100018,down,0.10782778521070528
PSMD9,0.026860956957236677,1.0728519834631802,1.5708785190744499,-0.10145104771258581,down,0.10728519834631803
RPL13A,0.26169990337276333,1.0633802001268342,0.5821964377142781,-0.08865750916291659,normal,0.10633802001268342
STRAP,0.737843687121522,1.0424991282479041,0.13203563412669161,-0.06004617726902628,normal,0.10424991282479042
ARPC4,0.007870975774877227,1.0779798623091135,2.1039714242640875,-0.10833022742424042,down,0.10779798623091134
UQCRC1,0.3658899796658964,1.0604818781613548,0.43664948402363235,-0.08471996786504997,normal,0.10604818781613548
TBCA,0.5197498752968301,1.0547460938586382,0.2842056061964067,-0.07689574469762259,normal,0.10547460938586381
DPP8,0.15747272647300606,1.0673529153319083,0.8027946530994143,-0.094037275521287,normal,0.10673529153319083
PARK7,0.3888335480736924,1.059063010284582,0.41023627174284283,-0.08278842683808256,normal,0.10590630102845819
WFS1,0.26762430298176887,1.0877331190343809,0.5724744508009738,-0.12132462729042714,normal,0.10877331190343809
NCAM1,0.5255281909186271,0.938257800564202,0.2794039821438006,0.09194371532959146,normal,0.0938257800564202
ETFDH,0.4460099189433143,1.0735798840593351,0.35065548278012987,-0.10242954475829111,normal,0.10735798840593351
COPS7A,0.13646665046769735,1.0702882700448237,0.8649734679451302,-0.09799942256288095,normal,0.10702882700448238
PPP3R1,0.5011654551037903,1.0926922321444563,0.30001887218477097,-0.12788710852696714,normal,0.10926922321444563
PDDC1,0.03888662648691433,1.0759136865425893,1.4101997313618326,-0.10556234463087151,down,0.10759136865425893
CAPZA2,0.1527169030278413,1.0679672403777423,0.8161128916570609,-0.09486739340239356,normal,0.10679672403777422
PADI4,0.253174476104503,1.088646146174487,0.5965800800358678,-0.12253509627950385,normal,0.1088646146174487
HMGCS1,0.3376820743578226,1.0897876420141026,0.47149199300423816,-0.12404703623073281,normal,0.10897876420141026
LGALS1,0.5925559629948509,1.1409605166973311,0.2272706271370611,-0.19024886756827092,normal,0.1140960516697331
TBC1D24,0.5350626661329065,1.052280640391801,0.27159535076021324,-0.07351951880010622,normal,0.1052280640391801
UQCRQ,0.14578999594439906,1.0850021956651605,0.8362722761223432,-0.11769796218314948,normal,0.10850021956651605
HPCA,0.4440812722813561,1.0562494300955034,0.3525375414319586,-0.07895056298193412,normal,0.10562494300955035
KRT2,0.8991206736746323,1.031924631166764,0.04618201639365085,-0.045337604276021744,normal,0.1031924631166764
FKBP2,0.3293632272233159,1.095517835606949,0.48232489061097295,-0.13161297235390956,normal,0.10955178356069491
EZR,0.2697317545544081,1.0895556653526324,0.5690679226017974,-0.12373990556505221,normal,0.10895556653526324
KIF21A,0.030979152700432135,1.0722448917971634,1.508930464645212,-0.10063444295276083,down,0.10722448917971635
GNG5,0.48743759878556936,1.1127021391002911,0.3120809742991988,-0.15406744716839457,normal,0.11127021391002911
NOL3,0.19835559147524306,1.081976254799917,0.7025555526255911,-0.11366883792784536,normal,0.1081976254799917
YWHAG,0.4463340062898067,1.0559429548987291,0.3503400229031816,-0.0785318982307629,normal,0.10559429548987291
SPTBN4,0.28140427851729427,1.091848737318148,0.5506693037657868,-0.12677300182865656,normal,0.1091848737318148
CDK5,0.14119768087032836,1.0835338089085642,0.8501724363825899,-0.1157441697525381,normal,0.10835338089085642
HNRNPM,0.21827102435206466,1.0870456072020276,0.6610039133940968,-0.12041247017562326,normal,0.10870456072020276
USP14,0.7258398481658358,1.042987272480263,0.13915919297827334,-0.0607215528321351,normal,0.10429872724802629
NDUFB8,0.5313813690445554,1.0509503214714315,0.2745936766155925,-0.0716944745705722,normal,0.10509503214714315
PSMC3,0.19609759916012487,1.0860551259249127,0.7075277234045895,-0.1190973332344244,normal,0.10860551259249127
TCP1,0.34060152046019687,1.0578039133774513,0.46775341765938494,-0.08107221779553622,normal,0.10578039133774512
RFK,0.350061429649265,1.0950260970736743,0.45585573788756917,-0.1309652530868342,normal,0.10950260970736743
ACOT7,0.5500800743813312,1.0500588564715456,0.2595740862681297,-0.07047019413891635,normal,0.10500588564715456
USP11,0.6906301109018136,1.0436721713940718,0.16075449069344921,-0.061668617102585865,normal,0.10436721713940718
YWHAQ,0.48884159231234325,1.0534272395837556,0.31083184993556284,-0.07509067038038116,normal,0.10534272395837556
HNRNPDL,0.8153935244689969,1.0327784402138829,0.08863274186417727,-0.046530789064122315,normal,0.10327784402138829
ATP5H,0.15177672039451834,1.0654030007295565,0.8187948356837306,-0.09139924939780272,normal,0.10654030007295565
RPL17,0.6675336266206449,1.0445983909990337,0.17552685207881108,-0.062948386632972,normal,0.10445983909990338
LRPPRC,0.5673209296931578,1.1308617425621357,0.24617119407926769,-0.17742255840596757,normal,0.11308617425621356
APP,0.03888827252598636,1.07064582141119,1.4101813484209311,-0.09848130342971764,normal,0.107064582141119
FTH1,0.6785028952337401,1.1992133707603734,0.16844829482612408,-0.2620883739739152,normal,0.11992133707603733
XPO1,0.024984774933062535,1.0729425827564756,1.6023245583994712,-0.10157287405447389,down,0.10729425827564756
MT2A,0.9241053840089409,0.9625011630549676,0.03427849946840543,0.05513981088584256,normal,0.09625011630549676
NDUFA12,0.01382771536396724,1.0694593365135694,1.8592495687543524,-0.09688162871567449,normal,0.10694593365135693
ACTG1,0.04787199111750077,1.065526830736034,1.3199185087336358,-0.09156692168228751,normal,0.1065526830736034
DNPEP,0.16451111884782055,1.0798889801988911,0.7838047439689279,-0.1108830013245089,normal,0.10798889801988912
DCLK2,0.0012834984336046221,1.0680101583935337,2.8916046570099,-0.094925369304752,normal,0.10680101583935338
ATP5A1,0.007299469883158334,1.067563109096393,2.1367086789451464,-0.09432135742348634,normal,0.1067563109096393
OCIAD2,0.5105763052461605,1.1112893518031821,0.2919393437417546,-0.15223450715052556,normal,0.11112893518031822
NCAN,0.1728011070200368,1.0623525084201022,0.7624534796166548,-0.08726255876448218,normal,0.10623525084201021
HSPD1,0.6660397635231743,1.0421373787989512,0.17649984205613878,-0.059545472096183764,normal,0.10421373787989512
VPS37C,0.7002305853240556,1.04084554482045,0.1547589236375873,-0.05775599730764904,normal,0.10408455448204501
MAPRE1,0.2146669545092783,1.0798895349576334,0.668234805022704,-0.1108837424631773,normal,0.10798895349576335
KIAA1671,0.3967796641862724,1.0949685549323669,0.40145059447654263,-0.13088943942048636,normal,0.10949685549323669
SET,0.8349221129488764,1.0337296030082606,0.07835403648552142,-0.047858863201488445,normal,0.10337296030082606
COPS3,0.3802210628060714,1.0931740857770464,0.4199638285355988,-0.1285231655920611,normal,0.10931740857770464
ICAM5,0.1899698625101371,1.0587355313342173,0.7213152915929475,-0.08234225384082372,normal,0.10587355313342173
PTK2B,0.07029772448447796,1.0622025466622314,1.1530587327302344,-0.08705889345183705,normal,0.10622025466622313
PFKP,0.4456849129680085,1.096981652596994,0.3509720671156221,-0.13353939636217577,normal,0.1096981652596994
RPS3,0.2952087870567891,1.085633809102967,0.5298707196353108,-0.1185375553698452,normal,0.10856338091029669
NDUFV3,0.8488420798309255,1.0285896216960497,0.07117309919933275,-0.04066750231537623,normal,0.10285896216960497
ANXA6,0.09983223582657215,1.0675530350160332,1.000729202389159,-0.09430774333900954,normal,0.10675530350160331
RAPGEF2,0.49492431418292193,1.0746552583987725,0.305461210048024,-0.10387392794105527,normal,0.10746552583987726
STXBP5,0.21661231903059178,1.07868525846411,0.6643168481037167,-0.10927397298878204,normal,0.107868525846411
IPO7,0.641113124679112,1.143517797622928,0.1930653322765075,-0.19347881991882296,normal,0.1143517797622928
LMNB2,0.03363762366898334,1.0622784976997088,1.4731746925382354,-0.08716204728835314,normal,0.10622784976997088
GPM6A,0.1341559041222347,1.073062579290187,0.8723902095273884,-0.10173421421092019,normal,0.10730625792901868
GFAP,0.5901657186428633,1.0553435334717256,0.2290260212620825,-0.07771269880127786,normal,0.10553435334717257
MTHFD1,0.4566312581749996,1.0977675266892064,0.34043436269189215,-0.1345725683662971,normal,0.10977675266892065
EIF2AK4,0.6340548441940936,1.146776855366282,0.19787317508245147,-0.19758469303146803,normal,0.1146776855366282
OLFM1,0.21602665657886908,1.0708640541503553,0.66549265583601,-0.09877534203793162,normal,0.10708640541503553
RPLP0,0.10567987724775722,1.0597369865324062,0.9760076998470932,-0.08370625034635963,normal,0.10597369865324062
SH3BGRL3,0.4997603075831265,1.0471810783805733,0.3012382397705078,-0.0665109344306106,normal,0.10471810783805732
PPP2CA,0.057072189921842244,1.0698417567434597,1.2435754627809028,-0.09739741938844519,normal,0.10698417567434597
GPI,0.056008540932053465,1.0666815470498263,1.2517457409076131,-0.09312953036515353,normal,0.10666815470498263
AIFM1,0.46000822355087023,1.0967294480146397,0.3372344043818148,-0.1332076714584237,normal,0.10967294480146397
SLC1A3,0.17387735841795965,1.0746901867990641,0.7597569663257947,-0.10392081759297599,normal,0.10746901867990641
LYPLA2,0.04597158626812148,1.0681979194442126,1.3375105104849236,-0.09517897937223029,normal,0.10681979194442126
UBA1,0.1596800471359281,1.0569136969075748,0.7967493478573652,-0.0798575771683185,normal,0.10569136969075747
GRIA1,0.261217700851824,1.0800429179191946,0.5829973973747322,-0.11108864223962951,normal,0.10800429179191946
CDC37,0.0369161430827877,1.0626182392503576,1.4327836794056472,-0.08762338119315738,normal,0.10626182392503576
DYNC1I1,0.19570195906388405,1.0758625721114337,0.7084048268387999,-0.10549380354899698,normal,0.10758625721114337
AHCYL2,0.6940097935996536,1.0378593766982573,0.15863440090497666,-0.053610980994759964,normal,0.10378593766982573
COPE,0.4651553770398109,1.0627189518561426,0.3324019543797396,-0.08776011015798972,normal,0.10627189518561427
PPFIA3,0.3019914525180081,1.0802169329556144,0.5200053490189959,-0.1113210685660497,normal,0.10802169329556144
ALDOA,0.3440933980792762,1.0511414698910009,0.463323659855808,-0.07195685024691487,normal,0.10511414698910009
SYN2,0.06739067031349616,1.0587289363089996,1.1714002238181669,-0.0823332670452278,normal,0.10587289363089995
METAP2,0.42904009203339455,1.0924115942147288,0.36750212288446454,-0.12751653121448858,normal,0.10924115942147287
VMP1,0.4264544300892348,1.0885481504309389,0.37012736969726806,-0.12240522456932995,normal,0.10885481504309388
NPM1,0.24258996832017468,1.060303256767609,0.6151271622215942,-0.08447694824432661,normal,0.10603032567676089
AHCY,0.04439901279473833,1.0609566211178603,1.3526266862494358,-0.08536567059997571,normal,0.10609566211178603
PCSK1N,0.06561616962802973,1.0679100664070753,1.182989125336186,-0.09479015619058666,normal,0.10679100664070754
PSMC5,0.6073171933466041,1.0419748578040247,0.2165844236858371,-0.05932046671520842,normal,0.10419748578040247
DPYSL2,0.19670552407985722,1.0571863956053813,0.7061834436205076,-0.080229764902057,normal,0.10571863956053813
LMAN1,0.07826960225484379,1.0628316710428707,1.1064068731427519,-0.08791312407363691,normal,0.10628316710428706
GABBR1,0.22780244817619327,1.076282935950497,0.6424416129009122,-0.10605738703480347,normal,0.1076282935950497
MAPK1,0.7469103707880261,1.034194891536235,0.12673151037685243,-0.048508083678338504,normal,0.10341948915362349
ATP6V1A,0.11473523373264959,1.058737540577644,0.9403031952989988,-0.08234499175099236,normal,0.1058737540577644
COTL1,0.6939353134231925,1.0371051311971589,0.1586810112925426,-0.052562147351742944,normal,0.10371051311971588
MAST3,0.5957179387343748,1.0446293974556593,0.22495932188193363,-0.06299120902070754,normal,0.10446293974556593
RGS14,0.05716161300436595,1.0671215756285486,1.2428955246499338,-0.09372454969999644,normal,0.10671215756285486
PPIL1,0.0741308001810329,1.0575583765213787,1.1300013120011296,-0.0807373013531909,normal,0.10575583765213788
PPFIA2,0.3383390359326931,1.0657305941283186,0.47064789251014566,-0.09184278552963877,normal,0.10657305941283186
NDUFA9,0.2714777480735546,1.0764140411258865,0.5662657619679923,-0.10623311523864931,normal,0.10764140411258864
RPS27A,0.5255661568745421,1.1031327523884835,0.2793726083566694,-0.14160641711979124,normal,0.11031327523884835
EXOG,0.49049618172080245,1.0967989109835583,0.3093643690466019,-0.13329904377226384,normal,0.10967989109835583
SVIP,0.49680220894941163,1.097049668861275,0.30381648180811166,-0.1336288451555906,normal,0.10970496688612749
CA2,0.44745988064907016,1.067602225312584,0.34924589754093066,-0.0943742177525803,normal,0.10676022253125841
NME2,0.41813262963847986,1.084520713128927,0.3786859402730707,-0.11705760713007546,normal,0.1084520713128927
CCNB1,0.0064863544762227094,1.0624336263963696,2.187999321025235,-0.08737271432341322,normal,0.10624336263963696
MYL6,0.08216120020809488,1.0670844420276182,1.0853332252050143,-0.09367434605379282,normal,0.10670844420276182
GNB2,0.1618064279487991,1.0703020066677447,0.7910042295269453,-0.09801793872450464,normal,0.10703020066677446
PRKCG,0.015632941326128903,1.059668799168265,1.8059593021133378,-0.08361341906997494,normal,0.10596687991682649
PPME1,0.2514264392859745,1.0638840014976048,0.5995890550818314,-0.08934085799399996,normal,0.10638840014976048
RNH1,0.17041900081672273,1.0701940055643,0.7684819853333277,-0.09787235316340855,normal,0.10701940055643
ACOX1,0.5476054321801049,1.1069295490743014,0.2615322523675894,-0.14656340420122277,normal,0.11069295490743014
BPNT1,0.3118535209671197,1.0785522683875268,0.5060493482042919,-0.10909609352782432,normal,0.10785522683875268
SIRT2,0.5947094789858514,1.106767466161747,0.2256951392904626,-0.14635214113047418,normal,0.1106767466161747
NPDC1,0.9055921996332829,1.0185647942050293,0.04306732695837878,-0.026537757726464745,normal,0.10185647942050294
DYNLL1,0.39513099320249423,1.0637985396074419,0.4032589038824295,-0.08922496152654548,normal,0.10637985396074419
RPL31,0.08335817638730116,1.0643495800843887,1.079051794927411,-0.08997207435561105,normal,0.10643495800843887
SDHB,0.18070659568992378,1.0530081918169414,0.7430259956434855,-0.0745166597707592,normal,0.10530081918169414
CTBP1,0.010923307259547056,1.060216679329571,1.9616458499910874,-0.08435914238128966,normal,0.10602166793295711
CBX3,0.08089270522278424,1.0550814988973118,1.0920906406168196,-0.07735444302133532,normal,0.10550814988973119
CHMP5,0.028536012760368754,1.0579452420756348,1.544606709467414,-0.0812649572909366,normal,0.10579452420756348
PPIB,0.2321879628915275,1.0721849771834313,0.6341602987459871,-0.10055382617216013,normal,0.10721849771834313
ANK3,0.6075320109938805,1.0427335728147213,0.21643083405600214,-0.06037058424304251,normal,0.10427335728147213
ARPC1A,0.24911973197883994,1.0505464328008953,0.6035918720213526,-0.0711399286850803,normal,0.10505464328008954
YWHAB,0.4312476511115746,1.0491124132523424,0.36527325739590977,-0.06916927215028004,normal,0.10491124132523424
ENO2,0.7806563441134098,1.0305442982005708,0.10754010658480125,-0.04340652081185775,normal,0.10305442982005708
TPI1,0.17895312412168202,1.0519995662933963,0.7472607153965588,-0.07313410985217791,normal,0.10519995662933963
RPS19,0.41744118560360066,1.0854036925111499,0.379404704772289,-0.11823172180700978,normal,0.10854036925111499
TARDBP,0.07142046400289435,1.0585515611403495,1.146177332619266,-0.0820915434974077,normal,0.10585515611403495
ANKS1B,0.026587126467959545,1.0571129890346935,1.5753285986047216,-0.08012958675669893,normal,0.10571129890346935
CNPY2,0.3071489419926452,1.0763119632541611,0.5126509763155961,-0.10609629593221331,normal,0.10763119632541611
NDUFS2,0.18600095139763262,1.067543609831243,0.7304848343536686,-0.0942950060538949,normal,0.1067543609831243
SEP15,0.3491591215118691,1.0467460016049233,0.4569766078674831,-0.06591140723439753,normal,0.10467460016049232
RPS10,0.5105760683788576,1.0949156969120377,0.2919395452203297,-0.13081979372688343,normal,0.10949156969120377
MRAS,0.5716005037892548,1.0824654753878957,0.24290739710850445,-0.1143210117594187,normal,0.10824654753878957
AKR7A2,0.24957840912616908,1.0719822829717311,0.6027929879116609,-0.10028106206430164,normal,0.10719822829717311
MLLT4,0.38993828218501736,1.0807303531007084,0.4090041258646802,-0.11200660931564281,normal,0.10807303531007084
ALDH2,0.4812869664956283,1.0858439824283854,0.31759589908655345,-0.11881682694834145,normal,0.10858439824283854
ATP6V1G2,0.6128925622426942,1.037922960977452,0.21261564899632443,-0.0536993647550767,normal,0.1037922960977452
AP2S1,0.35907109543306515,1.0469279480238418,0.4448195533789634,-0.0661621561124534,normal,0.10469279480238418
HSP90AA1,0.25520949512387603,1.0680052333714412,0.5931031716311567,-0.09491871644543586,normal,0.10680052333714411
VBP1,0.8711813907574024,1.0215080961866838,0.059891410086177536,-0.030700638512737192,normal,0.10215080961866838
AHCYL1,0.1583272578423739,1.066549292502691,0.8004443099547273,-0.09295064397743215,normal,0.10665492925026909
COX7B,0.14484676674708696,1.0516068291428229,0.8390911946236341,-0.07259541597169013,normal,0.1051606829142823
EIF5A,0.39365522046340407,1.0581292853665762,0.40488398478231746,-0.08151591096990798,normal,0.10581292853665762
NDUFB4,0.36300167794140403,1.0753359343111835,0.4400913674735059,-0.10478742730740354,normal,0.10753359343111835
MTFP1,0.2584291238461481,1.0710780081508424,0.5876585448064376,-0.09906355746816227,normal,0.10710780081508424
PABPN1,0.17026946574671134,1.065399448328895,0.7688632266508424,-0.09139443897455608,normal,0.1065399448328895
GSTM5,0.35462390818244316,1.0506942390317286,0.45023198830168204,-0.07134289383747425,normal,0.10506942390317286
GNAS,0.4016113203707852,1.0800764133823724,0.3961940540670346,-0.11113338397025752,normal,0.10800764133823723
ABLIM2,0.7874764210176988,1.0280578802805476,0.10376244118942159,-0.039921491421884156,normal,0.10280578802805476
SYP,0.2872761191847281,1.0661078737077305,0.5417004747298041,-0.0923534240157537,normal,0.10661078737077305
C1QB,0.9065118195782214,1.0167514395750858,0.04262652897152242,-0.02396703345199288,normal,0.10167514395750858
IMPA1,0.15952331754153926,1.0497275840565217,0.7971758270928375,-0.0700149811086014,normal,0.10497275840565216
ESD,0.14734456761127893,1.0525828028856568,0.831665871350777,-0.07393372936166555,normal,0.10525828028856568
SCG2,0.8521452163014096,1.0231387796786302,0.06948638966475096,-0.0330018471113068,normal,0.10231387796786302
NDUFB11,0.0441831950490432,1.0561503790181286,1.354742881900602,-0.07881526615260133,normal,0.10561503790181286
USP10,0.5912224498320039,1.1078364052499765,0.2282490833191733,-0.1477448536252647,normal,0.11078364052499765
NDUFA13,0.40387582319277393,1.0781089712050902,0.39375214378032886,-0.10850300765600787,normal,0.10781089712050902
NDUFB6,0.43111817439721745,1.0705517486830451,0.36540366846123606,-0.0983545348770531,normal,0.10705517486830451
AIMP1,0.2023810434331775,1.0656696176143092,0.693830169292344,-0.09176023837222425,normal,0.10656696176143092
PSMD11,0.27228811332304875,1.047305578645087,0.5649713172751157,-0.06668244749689108,normal,0.10473055786450872
HSPA8,0.14304058390671065,1.0622702847958778,0.8445407257087784,-0.08715089318756149,normal,0.10622702847958779
WASL,0.5476433359676107,1.0961590645948591,0.2615021927021649,-0.1324571642210986,normal,0.1096159064594859
HEPACAM,0.06746843873698076,1.056930436154587,1.1708993395817622,-0.07988042618379285,normal,0.1056930436154587
CRKL,0.40662480315005634,1.0608133016193277,0.39080613395507,-0.0851707707402932,normal,0.10608133016193277
EIF2S1,0.37875121339932405,1.0749316050621225,0.42164596714498737,-0.10424486802238392,normal,0.10749316050621224
SH3GLB2,0.03422310250344038,1.0563418248403988,1.4656806219413838,-0.07907675629078019,normal,0.10563418248403988
PABPC1,0.509093062067742,1.0392168362891057,0.29320282149777616,-0.05549670910285936,normal,0.10392168362891056
PGM2L1,0.25949161093022466,1.0602594325580803,0.5858766778371165,-0.08441731787349617,normal,0.10602594325580803
PDE1B,0.27897455449689984,1.045205492828423,0.5544354072839243,-0.06378661153052502,normal,0.1045205492828423
TROVE2,0.19544744244219003,1.048166997330735,0.7089700082223267,-0.06786858999302003,normal,0.1048166997330735
PRNP,0.18991165465921947,1.0471145333691538,0.7214483822936648,-0.06641925285761352,normal,0.10471145333691538
CORO7,0.12977383224635725,1.060162400648144,0.8868128703762564,-0.08428528050887511,normal,0.1060162400648144
PRDX3,0.6214624993651945,1.0348989723884352,0.20658507267017723,-0.04948993762974335,normal,0.10348989723884353
RDX,0.37240813168867626,1.0726855037159395,0.42898084458391744,-0.10122716021803504,normal,0.10726855037159395
UBE2M,0.46880959464968375,1.043790226704109,0.329003508635074,-0.06183179878257986,normal,0.10437902267041091
EIF4B,0.7794135289953326,1.0269818202988534,0.10823206003033835,-0.038410643197655796,normal,0.10269818202988534
SCAMP3,0.1496135338375567,1.0612207477314202,0.8250291190041861,-0.08572478682005287,normal,0.10612207477314202
AGAP3,0.9535054251214772,0.9876351000192307,0.020676831623095155,0.017949984891242356,normal,0.09876351000192307
SYNGAP1,0.5553341823880786,1.0396137617171546,0.25544559365217906,-0.05604763648882052,normal,0.10396137617171546
PHC3,0.7452815258467106,1.0291256588050388,0.12767964399485476,-0.04141914964354868,normal,0.10291256588050388
NPLOC4,0.4894356134683838,1.0448676454660017,0.3103044326751298,-0.06332020611182729,normal,0.10448676454660018
EEF1B2,0.4068831564070885,1.0411090111862416,0.3905302881041112,-0.058121136518109455,normal,0.10411090111862416
RHEB,0.5323027078795564,1.0896151563756662,0.27384132452016696,-0.12381867626358933,normal,0.10896151563756662
IVD,0.4684050904236101,1.0433364264564433,0.32937839384973494,-0.061204433523085876,normal,0.10433364264564433
SLC6A17,0.38625723093040665,1.07214440752565,0.4131233772790055,-0.100499236010298,normal,0.107214440752565
HSPA5,0.13476120251798296,1.0557676343664621,0.870435122322898,-0.07829234451129535,normal,0.10557676343664621
ATIC,0.1691170783230548,1.0576757468976496,0.7718125328697595,-0.08089740624001393,normal,0.10576757468976497
LRRFIP1,0.02038707340647781,1.0543354780728378,1.6906451133410496,-0.07633398988144723,normal,0.10543354780728378
HSD17B10,0.04526813650004052,1.0558066011510772,1.3442073832252492,-0.07834559121793182,normal,0.10558066011510772
NRCAM,0.12804980777814684,1.0465214637849822,0.892621069135831,-0.06560190106194762,normal,0.10465214637849822
EIF3A,0.632127502156468,1.03325537288532,0.1991953142839058,-0.04719686568666345,normal,0.103325537288532
VPS33A,0.6841643808474822,1.0330894267924666,0.1648395399201209,-0.046965142882447554,normal,0.10330894267924666
EPN1,0.04783444806894876,1.055550111667252,1.3202592327182472,-0.0779950714730414,normal,0.10555501116672521
HNRNPH2,0.35218975406204955,1.0531649923722195,0.45322328272149465,-0.07473147153042312,normal,0.10531649923722194
RPL8,0.05542910546185966,1.0516880923436662,1.2562621301773929,-0.07270689631210661,normal,0.10516880923436663
MOG,0.6032401929778287,1.0987200325879305,0.2195097297925435,-0.13582381663022788,normal,0.10987200325879305
CNDP2,0.13581113218523286,1.0501016052566519,0.8670646302877023,-0.07052892628001624,normal,0.10501016052566518
SYNCRIP,0.2961162452940077,1.062780795979831,0.5285377660385584,-0.08784406425929635,normal,0.1062780795979831
GPS1,0.1591010920952216,1.0446550399839647,0.7983268392767331,-0.06302662243571314,normal,0.10446550399839646
FBXL16,0.07764341925584821,1.0465431058111105,1.1098953474303872,-0.06563173563487458,normal,0.10465431058111105
FH,0.7878157724530414,1.0256383405272278,0.10357532865412705,-0.03652209906481863,normal,0.10256383405272278
PGRMC1,0.4211103799687266,1.0669710369697933,0.37560405350355036,-0.09352101459985468,normal,0.10669710369697934
PHPT1,0.6046507856153294,1.0360167311955202,0.2184953785174219,-0.05104730207648918,normal,0.10360167311955201
CARS,0.6846246436535953,1.0323629832733079,0.16454747211291915,-0.045950317751950104,normal,0.10323629832733079
SV2B,0.2637901380963555,1.0626237459381533,0.5787414447653669,-0.08763085749113196,normal,0.10626237459381534
SYN1,0.02277927944809066,1.0483773602183577,1.6424600175996493,-0.06815810401611809,normal,0.10483773602183577
ACTN1,0.20353887858234662,1.0595541576586152,0.6913526226005768,-0.08345733097449606,normal,0.10595541576586151
PLXNB1,0.44414744933890304,1.0683707714646518,0.35247282762508686,-0.09541241231009963,normal,0.10683707714646518
CHGB,0.43846534802837467,1.0675590564791428,0.35806472328931305,-0.09431588074313166,normal,0.10675590564791429
NDUFS4,0.8680904390663776,1.0192424675203815,0.06143502696472382,-0.027497294956314304,normal,0.10192424675203815
ALDOC,0.2943673801598643,1.0405409511441368,0.5311103173014808,-0.057333744362035824,normal,0.10405409511441369
CORO2B,0.02442009428792465,1.051727697808687,1.6122526635423922,-0.0727612256636801,normal,0.10517276978086869
CA4,0.1368042475235094,1.050462358254577,0.8639004183513947,-0.0710244661209828,normal,0.10504623582545769
FARSA,0.43216349676533317,1.0387469880359306,0.3643519191346305,-0.054844293744667996,normal,0.10387469880359305
SRSF1,0.05355734530820232,1.0457079104910385,1.2711809579216402,-0.06447993099857174,normal,0.10457079104910386
CCDC120,0.33145054657610895,1.039538762179252,0.47958126047570926,-0.055943554214716674,normal,0.1039538762179252
HNRNPA1,0.3638737385027836,1.06641751514526,0.4390492871861928,-0.09277238096871834,normal,0.106641751514526
GPD1,0.5729257075422223,1.090366260612917,0.24190169024254254,-0.12481282639047313,normal,0.10903662606129169
VTI1B,0.5849442320362772,1.072769471559906,0.23288553712024054,-0.10134008730673426,normal,0.1072769471559906
NSMF,0.7385497321597899,1.030718560700252,0.13162025502317407,-0.043650456361966135,normal,0.1030718560700252
ENSG00000214338,0.5107035331837103,1.0364626303181095,0.2918311375686207,-0.05166810098505122,normal,0.10364626303181095
RPL34,0.9134612142616085,0.9673916060109828,0.039309888146981234,0.047828075212814423,normal,0.09673916060109829
GNG4,0.3551270996362266,1.0636813500926052,0.4496161855598023,-0.08906602349579039,normal,0.10636813500926053
STX1A,0.9813178762996518,1.0042957458020616,0.008190289703626476,-0.006184177827155091,normal,0.10042957458020615
GAD2,0.9911039642633614,0.9979451494610864,0.003880786748132729,0.002967572686692763,normal,0.09979451494610864
UCHL1,0.6346674141908366,1.032478294972886,0.19745379915004474,-0.04611145325332086,normal,0.10324782949728858
GDAP1L1,0.9295310287623886,1.0385131031629293,0.03173610842530728,-0.05451941911844922,normal,0.10385131031629294
SLC30A9,0.1677623388294678,1.0421890054726004,0.7753055278595249,-0.05961694031404887,normal,0.10421890054726005
USP5,0.26654879200388093,1.048884395411546,0.5742232813522511,-0.06885567757464696,normal,0.10488843954115461
INF2,0.48893414283316017,1.0546123425247722,0.31074963439438436,-0.0767127863316939,normal,0.10546123425247722
PRKCA,0.23393958038805485,1.0407881562808146,0.6308962934115105,-0.05767645001600667,normal,0.10407881562808145
RUVBL1,0.36177597313538956,1.0640784428016048,0.44156027960228167,-0.08960450879907601,normal,0.10640784428016048
