Protein IDs,pvalue,FoldChange,log(pvalue),log2FC,sig,size
P24527,0.03845834978599229,1.095831911902824,1.415009354892477,-0.1320265223297973,down,0.1095831911902824
P05213,0.21902752128578679,1.1045880758016757,0.6595013116822485,-0.1435084584906128,normal,0.11045880758016757
Q3UJU9,0.11357267223363737,1.091397699541537,0.9447261556486775,-0.1261769079000541,normal,0.10913976995415371
Q6URW6,0.2782524416594896,1.1124107320678258,0.5555610160513295,-0.15368956837539588,normal,0.11124107320678259
Q9CPT4,0.3602645240648913,1.120919761904201,0.44337850157826875,-0.16468301030573376,normal,0.1120919761904201
Q9DBC7,0.14571864600069653,1.1009182892312015,0.8364848728209944,-0.13870739524604,normal,0.11009182892312015
P55012,0.4784139894252488,1.139282333814738,0.3201961295184716,-0.1881253160711077,normal,0.1139282333814738
A2A9X5,0.39131874395368293,1.1140615564688887,0.40746934913307864,-0.15582894969668248,normal,0.11140615564688887
A0A2I3BR94,0.09607647715317706,1.0867141372505804,1.01738292963705,-0.11997248589485496,normal,0.10867141372505804
D3YYD5,0.42222036697080956,1.0779378223199134,0.3744608211238282,-0.1082739628605439,normal,0.10779378223199135
A0A0H2UH27,0.14758447981345235,1.0976065144306586,0.830959311115786,-0.13436094922259323,normal,0.10976065144306586
P41241,0.6141976140592037,1.1832580442699676,0.21169187497034264,-0.2427647301379208,normal,0.11832580442699676
Q8BJY1,0.03837303355742813,1.093410501275631,1.4159738665516237,-0.12883513657250786,down,0.1093410501275631
Q6P9K8,0.04670663947188412,1.0820966807208026,1.3306213789404242,-0.11382940356884916,down,0.10820966807208025
Q9EPJ9,0.08468392122815377,1.0951087127636148,1.072199040492948,-0.13107409501354847,normal,0.10951087127636147
Q9CRB6,0.4564918454033602,1.0748194473134332,0.3405669761317734,-0.10409433019355077,normal,0.10748194473134332
Q63912,0.46224497012450816,1.1319739433917866,0.33512780587794166,-0.17884074953719306,normal,0.11319739433917866
P60761,0.6642587875292173,1.2218643059106704,0.17766269156547568,-0.2890840756151541,normal,0.12218643059106704
Q9R111,0.5444602791639145,1.06119783965372,0.2640337984962055,-0.08569364369843495,normal,0.106119783965372
F8WI35,0.6806783103605452,1.2385646795995786,0.16705808785699425,-0.3086692101273116,normal,0.12385646795995786
P62806,0.7022777047068438,1.2940220690244855,0.15349111896302092,-0.3718622221222917,normal,0.12940220690244855
Z4YLR9,0.18919987648900247,1.100743560241514,0.723079151444597,-0.13847840399789613,normal,0.11007435602415142
F6SH61,0.0001600334751533493,1.0851752722522459,3.7957891638830334,-0.11792807860275363,down,0.10851752722522459
A0A1W2P799,0.038649620291124745,1.081110105378362,1.4128547684023005,-0.11251346145750513,down,0.1081110105378362
Q3UGX2,0.4439905459925114,1.1268193843881822,0.3526262773335717,-0.172256287355971,normal,0.11268193843881821
P17182,0.4679696989722075,1.0662893663993533,0.3297822665737349,-0.09259900546921772,normal,0.10662893663993533
Q3TMU8,0.4197913499529935,1.064921703967217,0.3769665145539686,-0.09074736336136294,normal,0.1064921703967217
Q4VGL6,0.1516631439704757,1.075166236432207,0.8191199453501399,-0.10455973882395293,normal,0.1075166236432207
Q9CPQ1,0.007774117700069558,1.0870015492328993,2.109348888440567,-0.12035399654648082,down,0.10870015492328992
E9Q3M9,0.5155439352345752,1.1364412842212777,0.28773431773862346,-0.18452314728726216,normal,0.11364412842212776
